Country,Position,Date,Song title,Song author
Japan,2,2020-10-03,Holy,Justin Bieber & Chance The Rapper
Japan,3,2020-10-03,WAP,Cardi B & Megan Thee Stallion
Japan,4,2020-10-03,Nobody's Love,Maroon 5
Japan,5,2020-10-03,OK Not To Be OK,Marshmello & Demi Lovato
Japan,6,2020-10-03,Whenever You Call,Arashi
Japan,7,2020-10-03,Ice Cream,Blackpink & Selena Gomez
Japan,8,2020-10-03,Laxed (Siren Beat),Jawsh 685
Japan,9,2020-10-03,Loyal Brave True,Christina Aguilera
Japan,10,2020-10-03,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,11,2020-10-03,Over Now,Calvin Harris & Weeknd
Japan,12,2020-10-03,Come & Go,Juice WRLD & Marshmello
Japan,13,2020-10-03,Kanzai Boya,Kinki Kids
Japan,14,2020-10-03,Rockstar,DaBaby & Roddy Ricch
Japan,15,2020-10-03,Blinding Lights,Weeknd
Japan,16,2020-10-03,Smile,Katy Perry
Japan,17,2020-10-03,Good Guy,SF9
Japan,18,2020-10-03,Campanella,Kenshi Yonezu
Japan,19,2020-10-03,Naked Heart,Aimyon
Japan,20,2020-10-03,Fanfare,Twice
Japan,1,2020-09-26,Dynamite,BTS
Japan,2,2020-09-26,WAP,Cardi B & Megan Thee Stallion
Japan,3,2020-09-26,Holy,Justin Bieber & Chance The Rapper
Japan,4,2020-09-26,Nobody's Love,Maroon 5
Japan,5,2020-09-26,Loyal Brave True,Christina Aguilera
Japan,6,2020-09-26,Ice Cream,Blackpink & Selena Gomez
Japan,7,2020-09-26,OK Not To Be OK,Marshmello & Demi Lovato
Japan,8,2020-09-26,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,9,2020-09-26,Whenever You Call,Arashi
Japan,10,2020-09-26,Come & Go,Juice WRLD & Marshmello
Japan,11,2020-09-26,Blinding Lights,Weeknd
Japan,12,2020-09-26,Laxed (Siren Beat),Jawsh 685
Japan,13,2020-09-26,Kanzai Boya,Kinki Kids
Japan,14,2020-09-26,Good Guy,SF9
Japan,15,2020-09-26,Over Now,Calvin Harris & Weeknd
Japan,16,2020-09-26,Rockstar,DaBaby & Roddy Ricch
Japan,17,2020-09-26,Smile,Katy Perry
Japan,18,2020-09-26,Fanfare,Twice
Japan,19,2020-09-26,Campanella,Kenshi Yonezu
Japan,20,2020-09-26,Naked Heart,Aimyon
Japan,1,2020-09-19,Dynamite,BTS
Japan,2,2020-09-19,Loyal Brave True,Christina Aguilera
Japan,3,2020-09-19,WAP,Cardi B & Megan Thee Stallion
Japan,4,2020-09-19,Nobody's Love,Maroon 5
Japan,5,2020-09-19,Come & Go,Juice WRLD & Marshmello
Japan,6,2020-09-19,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,7,2020-09-19,Ice Cream,Blackpink & Selena Gomez
Japan,8,2020-09-19,Over Now,Calvin Harris & Weeknd
Japan,9,2020-09-19,Be Kind,Marshmello & Halsey
Japan,10,2020-09-19,Blinding Lights,Weeknd
Japan,11,2020-09-19,Laxed (Siren Beat),Jawsh 685
Japan,12,2020-09-19,Kanzai Boya,Kinki Kids
Japan,13,2020-09-19,Naked Heart,Aimyon
Japan,14,2020-09-19,Take You Dancing,Jason Derulo
Japan,15,2020-09-19,Good Guy,SF9
Japan,16,2020-09-19,Fanfare,Twice
Japan,17,2020-09-19,Smile,Katy Perry
Japan,18,2020-09-19,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,19,2020-09-19,Rockstar,DaBaby & Roddy Ricch
Japan,20,2020-09-19,Campanella,Kenshi Yonezu
Japan,1,2020-09-12,Dynamite,BTS
Japan,2,2020-09-12,WAP,Cardi B & Megan Thee Stallion
Japan,3,2020-09-12,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,4,2020-09-12,Loyal Brave True,Christina Aguilera
Japan,5,2020-09-12,Be Kind,Marshmello & Halsey
Japan,6,2020-09-12,Come & Go,Juice WRLD & Marshmello
Japan,7,2020-09-12,Nobody's Love,Maroon 5
Japan,8,2020-09-12,Fanfare,Twice
Japan,9,2020-09-12,Kanzai Boya,Kinki Kids
Japan,10,2020-09-12,Blinding Lights,Weeknd
Japan,11,2020-09-12,Ice Cream,Blackpink & Selena Gomez
Japan,12,2020-09-12,Naked Heart,Aimyon
Japan,13,2020-09-12,Laxed (Siren Beat),Jawsh 685
Japan,14,2020-09-12,Good Guy,SF9
Japan,15,2020-09-12,Rockstar,DaBaby & Roddy Ricch
Japan,16,2020-09-12,Take You Dancing,Jason Derulo
Japan,17,2020-09-12,Campanella,Kenshi Yonezu
Japan,18,2020-09-12,Smile,Katy Perry
Japan,19,2020-09-12,Everyday,Mahina
Japan,20,2020-09-12,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,1,2020-09-05,Dynamite,BTS
Japan,2,2020-09-05,WAP,Cardi B & Megan Thee Stallion
Japan,3,2020-09-05,Kanzai Boya,Kinki Kids
Japan,4,2020-09-05,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,5,2020-09-05,Come & Go,Juice WRLD & Marshmello
Japan,6,2020-09-05,Fanfare,Twice
Japan,7,2020-09-05,Be Kind,Marshmello & Halsey
Japan,8,2020-09-05,Ice Cream,Blackpink & Selena Gomez
Japan,9,2020-09-05,Laxed (Siren Beat),Jawsh 685
Japan,10,2020-09-05,Blinding Lights,Weeknd
Japan,11,2020-09-05,Rockstar,DaBaby & Roddy Ricch
Japan,12,2020-09-05,Campanella,Kenshi Yonezu
Japan,13,2020-09-05,Nobody's Love,Maroon 5
Japan,14,2020-09-05,Take You Dancing,Jason Derulo
Japan,15,2020-09-05,Good Guy,SF9
Japan,16,2020-09-05,Naked Heart,Aimyon
Japan,17,2020-09-05,Everyday,Mahina
Japan,18,2020-09-05,Swingin',Love Psychedelico
Japan,19,2020-09-05,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,20,2020-09-05,Smile,Katy Perry
Japan,1,2020-08-29,WAP,Cardi B & Megan Thee Stallion
Japan,2,2020-08-29,Come & Go,Juice WRLD & Marshmello
Japan,3,2020-08-29,Kanzai Boya,Kinki Kids
Japan,4,2020-08-29,Be Kind,Marshmello & Halsey
Japan,5,2020-08-29,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,6,2020-08-29,Laxed (Siren Beat),Jawsh 685
Japan,7,2020-08-29,Nobody's Love,Maroon 5
Japan,8,2020-08-29,Fanfare,Twice
Japan,9,2020-08-29,Blinding Lights,Weeknd
Japan,10,2020-08-29,Take You Dancing,Jason Derulo
Japan,11,2020-08-29,Ur So F**kInG cOoL,Tones And I
Japan,12,2020-08-29,Rockstar,DaBaby & Roddy Ricch
Japan,13,2020-08-29,Naked Heart,Aimyon
Japan,14,2020-08-29,Campanella,Kenshi Yonezu
Japan,15,2020-08-29,Stuck With U,Ariana Grande & Justin Bieber
Japan,16,2020-08-29,Good Guy,SF9
Japan,17,2020-08-29,Swingin',Love Psychedelico
Japan,18,2020-08-29,Smile,Katy Perry
Japan,19,2020-08-29,Everyday,Mahina
Japan,20,2020-08-29,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
Japan,1,2020-08-22,WAP,Cardi B & Megan Thee Stallion
Japan,2,2020-08-22,Be Kind,Marshmello & Halsey
Japan,3,2020-08-22,Come & Go,Juice WRLD & Marshmello
Japan,4,2020-08-22,Kanzai Boya,Kinki Kids
Japan,5,2020-08-22,Laxed (Siren Beat),Jawsh 685
Japan,6,2020-08-22,Ur So F**kInG cOoL,Tones And I
Japan,7,2020-08-22,Savage (Remix),Megan Thee Stallion & Beyonce
Japan,8,2020-08-22,Nobody's Love,Maroon 5
Japan,9,2020-08-22,Blinding Lights,Weeknd
Japan,10,2020-08-22,Good Guy,SF9
Japan,11,2020-08-22,Fanfare,Twice
Japan,12,2020-08-22,Rockstar,DaBaby & Roddy Ricch
Japan,13,2020-08-22,Stuck With U,Ariana Grande & Justin Bieber
Japan,14,2020-08-22,Naked Heart,Aimyon
Japan,15,2020-08-22,Swingin',Love Psychedelico
Japan,16,2020-08-22,Everyday,Mahina
Japan,17,2020-08-22,Last Mermaid...,Hey! Say! Jump
Japan,18,2020-08-22,Stand Up,Bullet Train
Japan,19,2020-08-22,Campanella,Kenshi Yonezu
Japan,20,2020-08-22,Heartless,"Diplo, Thomas Wesley & Morgan Wallen"
