Country,Position,Date,Song title,Song author
Netherlands,19,2023-09-23,100 Doezoe Cash,"Lijpe, Fatah, Ka & Trobi"
Netherlands,20,2023-09-23,City Boys,Burna Boy
New Zealand,1,2023-09-25,Paint The Town Red,Doja Cat
New Zealand,2,2023-09-25,Strangers,Kenya Grace
New Zealand,3,2023-09-25,Greedy,Tate McRae
New Zealand,4,2023-09-25,Sprinter,Dave & Central Cee
New Zealand,5,2023-09-25,Snooze,SZA
New Zealand,6,2023-09-25,Vampire,Olivia Rodrigo
New Zealand,7,2023-09-25,Blue Eyed Maori,Corrella
New Zealand,8,2023-09-25,Cruel Summer,Taylor Swift
New Zealand,9,2023-09-25,Slime You Out,Drake & SZA
New Zealand,10,2023-09-25,Water,Tyla
New Zealand,11,2023-09-25,Lose Control,Teddy Swims
New Zealand,12,2023-09-25,Bad Idea Right?,Olivia Rodrigo
New Zealand,13,2023-09-25,Fukumean,Gunna
New Zealand,14,2023-09-25,Popular,"Weeknd, Playboi Carti & Madonna"
New Zealand,15,2023-09-25,Get Him Back,Olivia Rodrigo
New Zealand,16,2023-09-25,Dance The Night,Dua Lipa
New Zealand,17,2023-09-25,What Was I Made For?,Billie Eilish
New Zealand,18,2023-09-25,Something In The Orange,Zach Bryan
New Zealand,19,2023-09-25,I Remember Everything,Zach Bryan & Kacey Musgraves
New Zealand,20,2023-09-25,Last Night,Morgan Wallen
Norway,1,2023-09-19,Greedy,Tate McRae
Norway,2,2023-09-19,Badebusen,DJ Momo & Kjartan Lauritzen
Norway,3,2023-09-19,Feeling Myself,23 & Roc Boyz
Norway,4,2023-09-19,Paint The Town Red,Doja Cat
Norway,5,2023-09-19,Prada,"Casso, Raye & D-Block Europe"
Norway,6,2023-09-19,Strangers,Kenya Grace
Norway,7,2023-09-19,Rizzetid,"Kudos, B.G. & Phill"
Norway,8,2023-09-19,Haien Kommer (Sharkdog 2023),Kudos & Golfklubb
Norway,9,2023-09-19,On My Love,Zara Larsson & David Guetta
Norway,10,2023-09-19,Vampire,Olivia Rodrigo
Norway,11,2023-09-19,What Was I Made For?,Billie Eilish
Norway,12,2023-09-19,Michelin Stjerner,Undergrunn
Norway,13,2023-09-19,Sommerhus,Marstein
Norway,14,2023-09-19,Sprinter,Dave & Central Cee
Norway,15,2023-09-19,Turne,Brodrene Bausa
Norway,16,2023-09-19,Daylight,David Kushner
Norway,17,2023-09-19,Josefin,Delara
Norway,18,2023-09-19,Haha,El Papi & Rambow
Norway,19,2023-09-19,Slime You Out,Drake & SZA
Norway,20,2023-09-19,I Remember Everything,Zach Bryan & Kacey Musgraves
Portugal,1,2023-09-24,Nosso Quadro,Agroplay & Ana Castela
Portugal,2,2023-09-24,Vampire,Olivia Rodrigo
Portugal,3,2023-09-24,El Merengue,Marshmello & Manuel Turizo
Portugal,4,2023-09-24,Preco Certo,Pedro Mafama
Portugal,5,2023-09-24,Chakras,Ivandro & Julinho KSD
Portugal,6,2023-09-24,LALA,Myke Towers
Portugal,7,2023-09-24,Ta OK,"Dennis, MC Kevin & Chris"
Portugal,8,2023-09-24,Novo Balanco,"Veigh, Bvga Beatz, Supernova Ent & Prod Malax"
Portugal,9,2023-09-24,A Nossa Danca,Calema
Portugal,10,2023-09-24,Tempo,Van Zee
Portugal,11,2023-09-24,Maria Joana,"Nuno Ribeiro, Calema & Mariza"
Portugal,12,2023-09-24,Tattoo,Loreen
Portugal,13,2023-09-24,Where She Goes,Bad Bunny
Portugal,14,2023-09-24,Chico,Luisa Sonza
Portugal,15,2023-09-24,Faz Um Vuk Vuk (Teto Espelhado),MC Kevin & Kevin O Chris
Portugal,16,2023-09-24,Novidade Na Area,Mc Livinho & DJ Matt D
Portugal,17,2023-09-24,Pina Colada,Lon3r Johny & Plutonio
Portugal,18,2023-09-24,Loucamente,D.A.M.A. & Los Romeros
Portugal,19,2023-09-24,Ballena,"Vulgo FK, MC PH, Veigh, Pedro Lotto & Fepache"
Portugal,20,2023-09-24,What Was I Made For?,Billie Eilish
Australia,1,2023-09-25,Paint The Town Red,Doja Cat
Australia,2,2023-09-25,Vampire,Olivia Rodrigo
Australia,3,2023-09-25,Cruel Summer,Taylor Swift
Australia,4,2023-09-25,Last Night,Morgan Wallen
Australia,5,2023-09-25,Greedy,Tate McRae
Australia,6,2023-09-25,Strangers,Kenya Grace
Australia,7,2023-09-25,Dance The Night,Dua Lipa
Australia,8,2023-09-25,Prada,"Casso, Raye & D-Block Europe"
Australia,9,2023-09-25,Sprinter,Dave & Central Cee
Australia,10,2023-09-25,Fast Car,Luke Combs
Australia,11,2023-09-25,I Remember Everything,Zach Bryan & Kacey Musgraves
Australia,12,2023-09-25,Slime You Out,Drake & SZA
Australia,13,2023-09-25,Bad Idea Right?,Olivia Rodrigo
Australia,14,2023-09-25,Get Him Back,Olivia Rodrigo
Australia,15,2023-09-25,Popular,"Weeknd, Playboi Carti & Madonna"
Australia,16,2023-09-25,Something In The Orange,Zach Bryan
Australia,17,2023-09-25,Calm Down,Rema
Australia,18,2023-09-25,Flowers,Miley Cyrus
Australia,19,2023-09-25,What Was I Made For?,Billie Eilish
Australia,20,2023-09-25,Fukumean,Gunna
Austria,1,2023-09-19,Madchen Auf Dem Pferd,"Luca-Dante Spadafora, Niklas Dee & Octavian"
Austria,2,2023-09-19,Paint The Town Red,Doja Cat
Austria,3,2023-09-19,9 Bis 9,"Sira, Bausa & Badchieff"
Austria,4,2023-09-19,Strangers,Kenya Grace
Austria,5,2023-09-19,Prada,"Casso, Raye & D-Block Europe"
Austria,6,2023-09-19,Hasslich,Ayliva
Austria,7,2023-09-19,The Feeling,Lost Frequencies
Austria,8,2023-09-19,Italodisco,Kolors
Austria,9,2023-09-19,Weisses Haus,Ayliva
Austria,10,2023-09-19,Komet,Udo Lindenberg & Apache 207
Austria,11,2023-09-19,Model,"RAF Camora, Dardan & Jamule"
Austria,12,2023-09-19,Ms. Jackson,Pashanim
Austria,13,2023-09-19,Vampire,Olivia Rodrigo
Austria,14,2023-09-19,Vois Sur Ton Chemin,Bennett
Austria,15,2023-09-19,In Deinen Armen,Ayliva
Austria,16,2023-09-19,Sprinter,Dave & Central Cee
Austria,17,2023-09-19,Not Fair,"Niklas Dee, Old Jim & Enny-Mae"
Austria,18,2023-09-19,TABU.,Yung Yury & Damn Yury
Austria,19,2023-09-19,Dance The Night,Dua Lipa
Austria,20,2023-09-19,Lay Low,Tiesto
Belgium,1,2023-09-23,(It Goes Like) Nanana,Peggy Gou
Belgium,2,2023-09-23,Dance The Night,Dua Lipa
Belgium,3,2023-09-23,Erop Of Eronder,Pommelien Thijs
Belgium,4,2023-09-23,Unhealthy,Anne-Marie & Shania Twain
Belgium,5,2023-09-23,Kissing Strangers,Berre
Belgium,6,2023-09-23,Daylight,David Kushner
Belgium,7,2023-09-23,Desire,Calvin Harris & Sam Smith
Belgium,8,2023-09-23,Magie,Camille
Belgium,9,2023-09-23,Dat Hadden Wij Moeten Zijn,Maksim & Emma Heesters
Belgium,10,2023-09-23,Arranca,Becky G & Omega
Belgium,11,2023-09-23,Prada,"Casso, Raye & D-Block Europe"
Belgium,12,2023-09-23,Used To Be Young,Miley Cyrus
Belgium,13,2023-09-23,Blijf Nog Even Hier,Guusje & Bazart
Belgium,14,2023-09-23,Substitution,Purple Disco Machine & Kungs
Belgium,15,2023-09-23,Runaway,OneRepublic
Belgium,16,2023-09-23,Tattoo,Loreen
Belgium,17,2023-09-23,Paint The Town Red,Doja Cat
Belgium,18,2023-09-23,What Was I Made For?,Billie Eilish
Belgium,19,2023-09-23,She Knows,"Dimitri Vegas, Like Mike, David Guetta, Afro Bros & Akon"
Belgium,20,2023-09-23,The Feeling,Lost Frequencies
Brazil,1,2023-09-25,Erro Gostoso,Simone Mendes
Brazil,2,2023-09-25,Lapada Dela,"Menos, Mais & Matheus Fernandez"
Brazil,3,2023-09-25,Desejo Imortal,Gusttavo Lima
Brazil,4,2023-09-25,E Ai,Luan Santana
Brazil,5,2023-09-25,Poderosa,Thiaguinho
Brazil,6,2023-09-25,Nosso Quadro,Ana Castela
Brazil,7,2023-09-25,Patio Do Posto,Ze Neto & Cristiano
Brazil,8,2023-09-25,Manda Um Oi,"Guilherme, Benuto & Simone Mendes"
Brazil,9,2023-09-25,Ta OK,Dennis & Kevin O Chris
Brazil,10,2023-09-25,Narcisista,Maiara & Maraisa
Brazil,11,2023-09-25,Vira Lata Caramelo,"Tierry, Ze Neto & Cristiano"
Brazil,12,2023-09-25,Felizes Para Sempre,Maiara & Maraisa
Brazil,13,2023-09-25,Saudade Da Minha Vida,Gusttavo Lima
Brazil,14,2023-09-25,Nao Vitalicio,"Matheus, Kauan & Mari Fernandez"
Brazil,15,2023-09-25,Altas Loucurinhas,Matheus Fernandes
Brazil,16,2023-09-25,Palhaca,Naiara Azevedo & Ana Castela
Brazil,17,2023-09-25,Oi Balde,Ze Neto & Cristiano
Brazil,18,2023-09-25,Traumatizei,Henrique & Juliano
Brazil,19,2023-09-25,O Bagulho E Louco Mano,Joao Carreiro
Brazil,20,2023-09-25,Cuida Da Sua Vida,George Henrique & Rodrigo
Bulgaria,1,2023-09-24,Popular,"Weeknd, Playboi Carti & Madonna"
Bulgaria,2,2023-09-24,(It Goes Like) Nanana,Peggy Gou
Bulgaria,3,2023-09-24,Gonka,Tedi Aleksandrova & Don Mario
Bulgaria,4,2023-09-24,Paint The Town Red,Doja Cat
Bulgaria,5,2023-09-24,"Obicham Te, Ti Mene Ne",Medi
Bulgaria,6,2023-09-24,Dance The Night,Dua Lipa
Bulgaria,7,2023-09-24,"Ela, Habibi",Emilia & Galin
Bulgaria,8,2023-09-24,Lay Low,Tiesto
Bulgaria,9,2023-09-24,Se Perno Gia Na Sou Po,Triantafillos
Bulgaria,10,2023-09-24,"Haresva Ti, Priznai",Emrah
Bulgaria,11,2023-09-24,Ot Kef Da Umiram,Dessita & Simona
Bulgaria,12,2023-09-24,Rock My Body,"R3HAB, Inna & Sash!"
Bulgaria,13,2023-09-24,Njamash Mene,Anelia & Konstantin
Bulgaria,14,2023-09-24,Desire,Calvin Harris & Sam Smith
Bulgaria,15,2023-09-24,Draskaj Klechkata,Tsvetelina Yaneva
Bulgaria,16,2023-09-24,Makeba,Jain
Bulgaria,17,2023-09-24,Marginala,Mom4eto & Dimoff
Bulgaria,18,2023-09-24,Sulzi,"V:rgo., Fyre, Yoana Sashova"
Bulgaria,19,2023-09-24,Mazna,Dimoff
Bulgaria,20,2023-09-24,All Eyez On Me,2 Pac & Big Syke
Canada,1,2023-09-23,Paint The Town Red,Doja Cat
Canada,2,2023-09-23,Vampire,Olivia Rodrigo
Canada,3,2023-09-23,Cruel Summer,Taylor Swift
Canada,4,2023-09-23,Last Night,Morgan Wallen
Canada,5,2023-09-23,I Remember Everything,Zach Bryan & Kacey Musgraves
Canada,6,2023-09-23,Dance The Night,Dua Lipa
Canada,7,2023-09-23,Fast Car,Luke Combs
Canada,8,2023-09-23,Calm Down,Rema
Canada,9,2023-09-23,Bad Idea Right?,Olivia Rodrigo
Canada,10,2023-09-23,Fukumean,Gunna
Canada,11,2023-09-23,Get Him Back,Olivia Rodrigo
Canada,12,2023-09-23,Confetti,Charlotte Cardin
Canada,13,2023-09-23,Flowers,Miley Cyrus
Canada,14,2023-09-23,Rich Men North Of Richmond,Oliver Anthony Music
Canada,15,2023-09-23,Fast Car,Luke Combs
Canada,16,2023-09-23,Karma,Taylor Swift
Canada,17,2023-09-23,Used To Be Young,Miley Cyrus
Canada,18,2023-09-23,The Grudge,Olivia Rodrigo
Canada,19,2023-09-23,Sprinter,Dave & Central Cee
Canada,20,2023-09-23,Making The Bed,Olivia Rodrigo
Chile,1,2023-09-16,Donde Se Aprende A Querer?,Mora
Chile,2,2023-09-16,Tu Falta De Querer,Mon Laferte
Chile,3,2023-09-16,Cabana,El Jordan 23
Chile,4,2023-09-16,Mi Buen Amor,Mon Laferte & Enrique Bunbury
Chile,5,2023-09-16,Reina,Mora & Saikoi
Chile,6,2023-09-16,Marisola,Cris MJ
Chile,7,2023-09-16,Cual Es Su Nombre?,Jere Klein & Lucky Brown
Chile,8,2023-09-16,La Inocente,Feir & Mora
Chile,9,2023-09-16,Ultra Solo Remix,"Feid, De La Ghetto, Paloma Mami, Polima Westcoast & Pailita"
Chile,10,2023-09-16,Donde Se Aprende A Querer?,Mora
Chile,11,2023-09-16,Xq Tan Sola?,Nickoog Clk
Chile,12,2023-09-16,El Amor De Tu Vida,Gino Mella & Jairo Vera
Chile,13,2023-09-16,34 Amor Y Mafia Remix,El Jincho & Harry Nach
Chile,14,2023-09-16,La Noche Esta,Cris MJ
Chile,15,2023-09-16,Ponte De Espalda,Cris Mj & Pailita
Chile,16,2023-09-16,Bailando,El Jordan 23
Chile,17,2023-09-16,Tuyo,Mora
Chile,18,2023-09-16,Si Supieras,Bayron Fire
Chile,19,2023-09-16,Pegate,Standly
Chile,20,2023-09-16,Pa' Donde Se Fue,Mon Laferte
China,1,2020-10-17,Dynamite,BTS
China,2,2020-10-17,WAP,Cardi B & Megan Thee Stallion
China,3,2020-10-17,7 Summers,Morgan Wallen
China,4,2020-10-17,Mood,24kGoldn & Iann Dior
China,5,2020-10-17,Nobody's Love,Maroon 5
China,6,2020-10-17,The Plan,Travis Scott
China,7,2020-10-17,Don't Stop,Megan Thee Stallion & Young Thug
China,8,2020-10-17,Holy,Justin Bieber & Chance The Rapper
China,9,2020-10-17,Worry About Me,Ellie Goulding & Blackbear
China,10,2020-10-17,Lemonade,"Internet Money, Gunna & Toliver"
China,11,2020-10-17,Savage Love,Jawsh 685 & Jason Derulo
China,12,2020-10-17,Maria,Hwasa
China,13,2020-10-17,Come & Go,Juice WRLD & Marshmello
China,14,2020-10-17,Blinding Lights,Weeknd
China,15,2020-10-17,Princess Cuts,"Headie One, Young T & Bugsey"
China,16,2020-10-17,Death Bed,Powfu & Beabadoobee
China,17,2020-10-17,Loyal Brave True,Christina Aguilera
China,18,2020-10-17,Mamacita,"Black Eyed Peas, Ozuna & J.Rey Soul"
China,19,2020-10-17,Rockstar,DaBaby & Roddy Ricch
China,20,2020-10-17,Savage (Remix),Megan Thee Stallion & Beyonce
Denmark,1,2023-09-08,Tak For Sidst,Gobs
Denmark,2,2023-09-08,I Know,D1ma
Denmark,3,2023-09-08,Et Sted Herude,Gobs
Denmark,4,2023-09-08,Jeg Ka' Rigtig Godt Li' Dig,Ida Laurberg & Andreas Odbjerg
Denmark,5,2023-09-08,Paint The Town Red,Doja Cat
Denmark,6,2023-09-08,Uden Dig,Ukendt Kunstner
Denmark,7,2023-09-08,Prada,"Casso, Raye & D-Block Europe"
Denmark,8,2023-09-08,Sprinter,Dave & Central Cee
Denmark,9,2023-09-08,Vi 1,Tobias Rahim
Denmark,10,2023-09-08,Moonlight,D1ma
Denmark,11,2023-09-08,Som Forleden,Lamin
Denmark,12,2023-09-08,Hvor Som Helst,Tessa
Denmark,13,2023-09-08,Foles Godt,Uro & Mekdes
Denmark,14,2023-09-08,Dance The Night,Dua Lipa
Denmark,15,2023-09-08,Vi Ku' Blive,Artigeardit & Lamin
Denmark,16,2023-09-08,Smugryger,Andreas Odbjerg
Denmark,17,2023-09-08,Jumeirah,Icekiid & Artugeardit
Denmark,18,2023-09-08,Stor Mand,Tobias Rahim & Andreas Odbjerg
Denmark,19,2023-09-08,Tilfaeldigt,Caroline Dubois & D1ma
Denmark,20,2023-09-08,What Was I Made For?,Billie Eilish
Finland,1,2023-09-18,Taulut,Hugo & Costi
Finland,2,2023-09-18,Kertoimia Vastaan,Jami Faltin
Finland,3,2023-09-18,Silkkiin Verhoiltuna,Bee & Jambo
Finland,4,2023-09-18,It's Crazy It's Party,Kaarija & Tommy Cash
Finland,5,2023-09-18,Oikee Mies,Ege Zulu & Joe L
Finland,6,2023-09-18,Lambo,Davi & VJ
Finland,7,2023-09-18,Blondina,Ibe
Finland,8,2023-09-18,Strangers,Kenya Grace
Finland,9,2023-09-18,Matkalla,"Ellinoora, Vain Elamaa & Kausi 9"
Finland,10,2023-09-18,Viimeinen Tanssi,BEHM & Olavi Uusivirta
Finland,11,2023-09-18,Prada,"Casso, Raye & D-Block Europe"
Finland,12,2023-09-18,Ennen Vanhaan,Costi
Finland,13,2023-09-18,Paint The Town Red,Doja Cat
Finland,14,2023-09-18,Greedy,Tate McRae
Finland,15,2023-09-18,Reckless,Purplape
Finland,16,2023-09-18,Bye Bye,Fabe
Finland,17,2023-09-18,Cha Cha Cha,Kaarija
Finland,18,2023-09-18,Pariisin Kevat,Shrty & Joalin
Finland,19,2023-09-18,Jalkeekaan,Gettomasa
Finland,20,2023-09-18,Allstar,T Swoop & Ibe
France,1,2023-09-16,Petit Genie,"Jungeli, Imen Es & Alonzo"
France,2,2023-09-16,Meridian,Dave & Tiakola
France,3,2023-09-16,Casanova,Soolking & Gazo
France,4,2023-09-16,Saiyan,Heuss L'enfoire & Gazo
France,5,2023-09-16,MW2,Freeze Corleone
France,6,2023-09-16,Paint The Town Red,Doja Cat
France,7,2023-09-16,Ancelotti,Freeze Corleone
France,8,2023-09-16,Shavkat,Freeze Corleone
France,9,2023-09-16,Jour De Plus,Freeze Corleone
France,10,2023-09-16,Kpop,Freeze Corleone
France,11,2023-09-16,Isshin Ashina,Freeze Corleone
France,12,2023-09-16,Bolide Allemand,SDM
France,13,2023-09-16,Voldemort,Freeze Corleone
France,14,2023-09-16,Bill Clinton,Freeze Corleone
France,15,2023-09-16,Tse Chi Lop,Freeze Corleone
France,16,2023-09-16,Meuda,Tiakola
France,17,2023-09-16,Amerique Du Sud,Freeze Corleone
France,18,2023-09-16,L'homme Methode,Freeze Corleone
France,19,2023-09-16,Tattoo,Loreen
France,20,2023-09-16,Lamborghini Benie,Freeze Corleone
German,1,2023-09-23,9 Bis 9,"Sira, Bausa & Badchieff"
German,2,2023-09-23,Prada,"Casso, Raye & D-Block Europe"
German,3,2023-09-23,Hasslich,Ayliva
German,4,2023-09-23,Paint The Town Red,Doja Cat
German,5,2023-09-23,Strangers,Kenya Grace
German,6,2023-09-23,Madchen Auf Dem Pferd,"Luca-Dante Spadafora, Niklas Dee & Octavian"
German,7,2023-09-23,Weisses Haus,Ayliva
German,8,2023-09-23,Vois Sur Ton Chemin,Bennett
German,9,2023-09-23,Komet,Udo Lindenberg & Apache 207
German,10,2023-09-23,Ms. Jackson,Pashanim
German,11,2023-09-23,Scheine Zahlen,Ayliva
German,12,2023-09-23,Greedy,Tate McRae
German,13,2023-09-23,In Deinen Armen,Ayliva
German,14,2023-09-23,Lass Mich Gehen,Ayliva
German,15,2023-09-23,Summertime,Kontra K & Lana Del Rey
German,16,2023-09-23,Ewigkeit,Erobe & Lyfrix
German,17,2023-09-23,TABU.,Yung Yury & Damn Yury
German,18,2023-09-23,Airplanes,Badmomzjay & Kool Savas
German,19,2023-09-23,Push Up,Creeds
German,20,2023-09-23,Sie Weib,Ayliva & Mero
German,21,2023-09-23,Cynical,"Twocolors, Safri Duo & Chris De Sarandy"
German,22,2023-09-23,Not Fair,"Niklas Dee, Old Jim & Enny-Mae"
German,23,2023-09-23,Dance The Night,Dua Lipa
German,24,2023-09-23,Liebe Auf Der Ruckbank,FiNCH & Tream
German,25,2023-09-23,Daylight,David Kushner
German,26,2023-09-23,Breaking Your Heart,Apache 207
German,27,2023-09-23,Mietfrei,Ski Aggu & Sira
German,28,2023-09-23,Lay Low,Tiesto
German,29,2023-09-23,Theater,Ski Aggu & $OHO BANI
German,30,2023-09-23,Enchante,Sosa La M
German,31,2023-09-23,Friesenjung,"Ski Aggu, Joost & Otto Waalkes"
German,32,2023-09-23,Ich Will Nur Dass Du Weisst,SDP & Adel Tawil
German,33,2023-09-23,Substitution,Purple Disco Machine & Kungs
German,34,2023-09-23,Cruel Summer,Taylor Swift
German,35,2023-09-23,Aber Sie,Ayliva
German,36,2023-09-23,Nachts Wach,"Miksu, Macloud & Makko"
German,37,2023-09-23,Flowers,Miley Cyrus
German,38,2023-09-23,Dorfkinder,Finnel
German,39,2023-09-23,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray"
German,40,2023-09-23,Schmetterling,Baby B3ns
Greece,1,2023-09-25,Elpida,Konstantinos Argiros
Greece,2,2023-09-25,Seven,Jung Kook & Latto
Greece,3,2023-09-25,30-40,Melisses
Greece,4,2023-09-25,Paint The Town Red,Doja Cat
Greece,5,2023-09-25,Poso Thelo,Antonis Remos & Mente Fuerte
Greece,6,2023-09-25,Slow Dancing,V
Greece,7,2023-09-25,Oh Mami,Eleni Foureira & Mc Daddy
Greece,8,2023-09-25,LALA,Myke Towers
Greece,9,2023-09-25,Odos Monaksias,Nikos Economopoulos
Greece,10,2023-09-25,Vampire,Olivia Rodrigo
Greece,11,2023-09-25,Cruel Summer,Taylor Swift
Greece,12,2023-09-25,Qlona,Karol G & Peso Pluma
Greece,13,2023-09-25,Dance The Night,Dua Lipa
Greece,14,2023-09-25,Bad Idea Right?,Olivia Rodrigo
Greece,15,2023-09-25,What Was I Made For?,Billie Eilish
Greece,16,2023-09-25,Columbia,Quevedo
Greece,17,2023-09-25,Super Shy,NewJeans
Greece,18,2023-09-25,Flowers,Miley Cyrus
Greece,19,2023-09-25,Get Him Back,Olivia Rodrigo
Greece,20,2023-09-25,Calm Down,Rema
India,1,2023-09-16,Slow Dancing,V
India,2,2023-09-16,Seven,Jung Kook & Latto
India,3,2023-09-16,Paint The Town Red,Doja Cat
India,4,2023-09-16,Love Me Again,V
India,5,2023-09-16,Until I Found You,Stephen Sanchez
India,6,2023-09-16,I Wanna Be Yours,Arctic Monkeys
India,7,2023-09-16,Rainy Days,V
India,8,2023-09-16,Calm Down,Rema
India,9,2023-09-16,Popular,"Weeknd, Playboi Carti & Madonna"
India,10,2023-09-16,Night Changes,One Direction
India,11,2023-09-16,Cruel Summer,Taylor Swift
India,12,2023-09-16,HeatWaves,Glass Animals
India,13,2023-09-16,For Us,V
India,14,2023-09-16,Blue,V
India,15,2023-09-16,Die For You,Weeknd & Ariana Grande
India,16,2023-09-16,Blinding Lights,Weeknd
India,17,2023-09-16,People,Libianca
India,18,2023-09-16,Believer,Imagine Dragons
India,19,2023-09-16,Daylight,David Kushner
India,20,2023-09-16,Unstoppable,Sia
Ireland,1,2023-09-23,Paint The Town Red,Doja Cat
Ireland,2,2023-09-23,I Adore U,Fred Again
Ireland,3,2023-09-23,Prada,"Casso, Raye & D-Block Europe"
Ireland,4,2023-09-23,Greedy,Tate McRae
Ireland,5,2023-09-23,Strangers,Kenya Grace
Ireland,6,2023-09-23,Get Him Back,Olivia Rodrigo
Ireland,7,2023-09-23,Bad Idea Right?,Olivia Rodrigo
Ireland,8,2023-09-23,(It Goes Like) Nanana,Peggy Gou
Ireland,9,2023-09-23,Oh My Johnny (Banks Of The Roses),Chasing Abbey
Ireland,10,2023-09-23,The Grudge,Olivia Rodrigo
Ireland,11,2023-09-23,I Remember Everything,Zach Bryan & Kacey Musgraves
Ireland,12,2023-09-23,Desire,Calvin Harris & Sam Smith
Ireland,13,2023-09-23,Slime You Out,Drake & SZA
Ireland,14,2023-09-23,Something In The Orange,Zach Bryan
Ireland,15,2023-09-23,Asking,"Sonny Fodera, MK & Clementine Douglas"
Ireland,16,2023-09-23,Rush,Troye Sivan
Ireland,17,2023-09-23,Delilah (Pull Me Out Of This),Fred Again
Ireland,18,2023-09-23,Dance The Night,Dua Lipa
Ireland,19,2023-09-23,Rich Men North Of Richmond,Oliver Anthony Music
Ireland,20,2023-09-23,Cruel Summer,Taylor Swift
Italy,1,2023-09-14,Syrup,Shiva
Italy,2,2023-09-14,Italodisco,Kolors
Italy,3,2023-09-14,Bon Ton,"Drillionaire, Lazza, Blanco, Sfera Ebbasta & Michelangelo"
Italy,4,2023-09-14,Vetri Neri,"Ava, Anna & Capo Plaza"
Italy,5,2023-09-14,Bellissimissima,Alfa
Italy,6,2023-09-14,Rubami La Notte,Pinguini Tattici Nucleari
Italy,7,2023-09-14,Papaya,VillaBanks
Italy,8,2023-09-14,Disco Paradise,"Fedez, Annalisa & Articolo 31"
Italy,9,2023-09-14,Ci Pensiamo Domani,Angelina Mango
Italy,10,2023-09-14,Taxi Sulla Luna,"Tony Effe, Emma, Takagi & Ketra"
Italy,11,2023-09-14,Alta Marea,Coez & Frah Quintale
Italy,12,2023-09-14,Fragole,Achille Lauro & Rose Villain
Italy,13,2023-09-14,Mon Amour,Annalisa
Italy,14,2023-09-14,Parafulmini,"Ernia, Bresh & Fabri Fibra"
Italy,15,2023-09-14,Hoe,Tedua & Sfera Ebbasta
Italy,16,2023-09-14,LALA,Myke Towers
Italy,17,2023-09-14,Paint The Town Red,Doja Cat
Italy,18,2023-09-14,Gelosa,"Finesse, Shiva, Sfera Ebbasta & Gue"
Italy,19,2023-09-14,Un Briciolo Di Allegria,Blanco & Mina
Italy,20,2023-09-14,Pazza Musica,Marco Mengoni & Elodie
Spain,1,2023-09-24,LALA,Myke Towers
Spain,2,2023-09-24,Vagabundo,"Sebastian Yatra, Manuel Turizo & Beele"
Spain,3,2023-09-24,El Merengue,Marshmello & Manuel Turizo
Spain,4,2023-09-24,Reina,Mora & Saikoi
Spain,5,2023-09-24,Columbia,Quevedo
