,Country_1,Country_2,Song,Difference_in_Days
19048,Portugal,Italy,David Guetta & Akon - Sexy B****,-32
19049,Portugal,Netherlands,David Guetta & Akon - Sexy B****,-22
19050,Portugal,New Zealand,David Guetta & Akon - Sexy B****,9
19051,Portugal,Norway,David Guetta & Akon - Sexy B****,31
19052,Portugal,Portugal,David Guetta & Akon - Sexy B****,0
19053,Portugal,Spain,David Guetta & Akon - Sexy B****,-170
19054,Portugal,Sweden,David Guetta & Akon - Sexy B****,-6
19055,Portugal,Switzerland,David Guetta & Akon - Sexy B****,51
19056,Portugal,UK,David Guetta & Akon - Sexy B****,40
19057,Portugal,USA,David Guetta & Akon - Sexy B****,-134
19058,UK,Germany,David Guetta & Anne-Marie - Don't Leave Me Alone,-21
19059,UK,Ireland,David Guetta & Anne-Marie - Don't Leave Me Alone,-21
19060,UK,UK,David Guetta & Anne-Marie - Don't Leave Me Alone,0
19061,USA,Australia,David Guetta & Bebe Rexha - I'm Good (Blue),117
19062,USA,Austria,David Guetta & Bebe Rexha - I'm Good (Blue),95
19063,USA,Belgium,David Guetta & Bebe Rexha - I'm Good (Blue),98
19064,USA,Bulgaria,David Guetta & Bebe Rexha - I'm Good (Blue),97
19065,USA,Canada,David Guetta & Bebe Rexha - I'm Good (Blue),112
19066,USA,Denmark,David Guetta & Bebe Rexha - I'm Good (Blue),120
19067,USA,Finland,David Guetta & Bebe Rexha - I'm Good (Blue),131
19068,USA,France,David Guetta & Bebe Rexha - I'm Good (Blue),98
19069,USA,Germany,David Guetta & Bebe Rexha - I'm Good (Blue),7
19070,USA,Greece,David Guetta & Bebe Rexha - I'm Good (Blue),-23
19071,USA,Ireland,David Guetta & Bebe Rexha - I'm Good (Blue),133
19072,USA,Italy,David Guetta & Bebe Rexha - I'm Good (Blue),114
19073,USA,Netherlands,David Guetta & Bebe Rexha - I'm Good (Blue),105
19074,USA,New Zealand,David Guetta & Bebe Rexha - I'm Good (Blue),117
19075,USA,Norway,David Guetta & Bebe Rexha - I'm Good (Blue),137
19076,USA,Portugal,David Guetta & Bebe Rexha - I'm Good (Blue),69
19077,USA,Spain,David Guetta & Bebe Rexha - I'm Good (Blue),98
19078,USA,Sweden,David Guetta & Bebe Rexha - I'm Good (Blue),110
19079,USA,Switzerland,David Guetta & Bebe Rexha - I'm Good (Blue),125
19080,USA,Taiwan,David Guetta & Bebe Rexha - I'm Good (Blue),-134
19081,USA,UK,David Guetta & Bebe Rexha - I'm Good (Blue),112
19082,USA,USA,David Guetta & Bebe Rexha - I'm Good (Blue),0
19083,UK,Australia,David Guetta & Bebe Rexha - I'm Good (Blue),5
19084,UK,Austria,David Guetta & Bebe Rexha - I'm Good (Blue),-17
19085,UK,Belgium,David Guetta & Bebe Rexha - I'm Good (Blue),-14
19086,UK,Bulgaria,David Guetta & Bebe Rexha - I'm Good (Blue),-15
19087,UK,Canada,David Guetta & Bebe Rexha - I'm Good (Blue),0
19088,UK,Denmark,David Guetta & Bebe Rexha - I'm Good (Blue),8
19089,UK,Finland,David Guetta & Bebe Rexha - I'm Good (Blue),19
19090,UK,France,David Guetta & Bebe Rexha - I'm Good (Blue),-14
19091,UK,Germany,David Guetta & Bebe Rexha - I'm Good (Blue),-105
19092,UK,Greece,David Guetta & Bebe Rexha - I'm Good (Blue),-135
19093,UK,Ireland,David Guetta & Bebe Rexha - I'm Good (Blue),21
19094,UK,Italy,David Guetta & Bebe Rexha - I'm Good (Blue),2
19095,UK,Netherlands,David Guetta & Bebe Rexha - I'm Good (Blue),-7
19096,UK,New Zealand,David Guetta & Bebe Rexha - I'm Good (Blue),5
19097,UK,Norway,David Guetta & Bebe Rexha - I'm Good (Blue),25
19098,UK,Portugal,David Guetta & Bebe Rexha - I'm Good (Blue),-43
19099,UK,Spain,David Guetta & Bebe Rexha - I'm Good (Blue),-14
19100,UK,Sweden,David Guetta & Bebe Rexha - I'm Good (Blue),-2
19101,UK,Switzerland,David Guetta & Bebe Rexha - I'm Good (Blue),13
19102,UK,Taiwan,David Guetta & Bebe Rexha - I'm Good (Blue),-246
19103,UK,UK,David Guetta & Bebe Rexha - I'm Good (Blue),0
19104,UK,USA,David Guetta & Bebe Rexha - I'm Good (Blue),-112
19105,Portugal,Australia,David Guetta & Bebe Rexha - I'm Good (Blue),48
19106,Portugal,Austria,David Guetta & Bebe Rexha - I'm Good (Blue),26
19107,Portugal,Belgium,David Guetta & Bebe Rexha - I'm Good (Blue),29
19108,Portugal,Bulgaria,David Guetta & Bebe Rexha - I'm Good (Blue),28
19109,Portugal,Canada,David Guetta & Bebe Rexha - I'm Good (Blue),43
19110,Portugal,Denmark,David Guetta & Bebe Rexha - I'm Good (Blue),51
19111,Portugal,Finland,David Guetta & Bebe Rexha - I'm Good (Blue),62
19112,Portugal,France,David Guetta & Bebe Rexha - I'm Good (Blue),29
19113,Portugal,Germany,David Guetta & Bebe Rexha - I'm Good (Blue),-62
19114,Portugal,Greece,David Guetta & Bebe Rexha - I'm Good (Blue),-92
19115,Portugal,Ireland,David Guetta & Bebe Rexha - I'm Good (Blue),64
19116,Portugal,Italy,David Guetta & Bebe Rexha - I'm Good (Blue),45
19117,Portugal,Netherlands,David Guetta & Bebe Rexha - I'm Good (Blue),36
19118,Portugal,New Zealand,David Guetta & Bebe Rexha - I'm Good (Blue),48
19119,Portugal,Norway,David Guetta & Bebe Rexha - I'm Good (Blue),68
19120,Portugal,Portugal,David Guetta & Bebe Rexha - I'm Good (Blue),0
19121,Portugal,Spain,David Guetta & Bebe Rexha - I'm Good (Blue),29
19122,Portugal,Sweden,David Guetta & Bebe Rexha - I'm Good (Blue),41
19123,Portugal,Switzerland,David Guetta & Bebe Rexha - I'm Good (Blue),56
19124,Portugal,Taiwan,David Guetta & Bebe Rexha - I'm Good (Blue),-203
19125,Portugal,UK,David Guetta & Bebe Rexha - I'm Good (Blue),43
19126,Portugal,USA,David Guetta & Bebe Rexha - I'm Good (Blue),-69
19127,USA,Austria,David Guetta & Chris Brown - I Can Only Imagine,197
19128,USA,Canada,David Guetta & Chris Brown - I Can Only Imagine,79
19129,USA,France,David Guetta & Chris Brown - I Can Only Imagine,153
19130,USA,Germany,David Guetta & Chris Brown - I Can Only Imagine,196
19131,USA,Ireland,David Guetta & Chris Brown - I Can Only Imagine,142
19132,USA,New Zealand,David Guetta & Chris Brown - I Can Only Imagine,180
19133,USA,Switzerland,David Guetta & Chris Brown - I Can Only Imagine,195
19134,USA,UK,David Guetta & Chris Brown - I Can Only Imagine,147
19135,USA,USA,David Guetta & Chris Brown - I Can Only Imagine,0
19136,UK,Austria,David Guetta & Chris Brown - I Can Only Imagine,50
19137,UK,Canada,David Guetta & Chris Brown - I Can Only Imagine,-68
19138,UK,France,David Guetta & Chris Brown - I Can Only Imagine,6
19139,UK,Germany,David Guetta & Chris Brown - I Can Only Imagine,49
19140,UK,Ireland,David Guetta & Chris Brown - I Can Only Imagine,-5
19141,UK,New Zealand,David Guetta & Chris Brown - I Can Only Imagine,33
19142,UK,Switzerland,David Guetta & Chris Brown - I Can Only Imagine,48
19143,UK,UK,David Guetta & Chris Brown - I Can Only Imagine,0
19144,UK,USA,David Guetta & Chris Brown - I Can Only Imagine,-147
19145,USA,Australia,David Guetta & Chris Willis - Gettin' Over You,40
19146,USA,Austria,David Guetta & Chris Willis - Gettin' Over You,45
19147,USA,Belgium,David Guetta & Chris Willis - Gettin' Over You,42
19148,USA,Brazil,David Guetta & Chris Willis - Gettin' Over You,-7
19149,USA,Bulgaria,David Guetta & Chris Willis - Gettin' Over You,-8
19150,USA,Canada,David Guetta & Chris Willis - Gettin' Over You,104
19151,USA,Chile,David Guetta & Chris Willis - Gettin' Over You,7
19152,USA,Denmark,David Guetta & Chris Willis - Gettin' Over You,-6
19153,USA,France,David Guetta & Chris Willis - Gettin' Over You,41
19154,USA,Germany,David Guetta & Chris Willis - Gettin' Over You,7
19155,USA,Ireland,David Guetta & Chris Willis - Gettin' Over You,44
19156,USA,Italy,David Guetta & Chris Willis - Gettin' Over You,55
19157,USA,Netherlands,David Guetta & Chris Willis - Gettin' Over You,28
19158,USA,New Zealand,David Guetta & Chris Willis - Gettin' Over You,54
19159,USA,Norway,David Guetta & Chris Willis - Gettin' Over You,-10
19160,USA,Portugal,David Guetta & Chris Willis - Gettin' Over You,-50
19161,USA,Spain,David Guetta & Chris Willis - Gettin' Over You,-22
19162,USA,Sweden,David Guetta & Chris Willis - Gettin' Over You,57
19163,USA,Switzerland,David Guetta & Chris Willis - Gettin' Over You,34
19164,USA,UK,David Guetta & Chris Willis - Gettin' Over You,55
19165,USA,USA,David Guetta & Chris Willis - Gettin' Over You,0
19166,UK,Australia,David Guetta & Chris Willis - Gettin' Over You,-15
19167,UK,Austria,David Guetta & Chris Willis - Gettin' Over You,-10
19168,UK,Belgium,David Guetta & Chris Willis - Gettin' Over You,-13
19169,UK,Brazil,David Guetta & Chris Willis - Gettin' Over You,-62
19170,UK,Bulgaria,David Guetta & Chris Willis - Gettin' Over You,-63
19171,UK,Canada,David Guetta & Chris Willis - Gettin' Over You,49
19172,UK,Chile,David Guetta & Chris Willis - Gettin' Over You,-48
19173,UK,Denmark,David Guetta & Chris Willis - Gettin' Over You,-61
19174,UK,France,David Guetta & Chris Willis - Gettin' Over You,-14
19175,UK,Germany,David Guetta & Chris Willis - Gettin' Over You,-48
19176,UK,Ireland,David Guetta & Chris Willis - Gettin' Over You,-11
19177,UK,Italy,David Guetta & Chris Willis - Gettin' Over You,0
19178,UK,Netherlands,David Guetta & Chris Willis - Gettin' Over You,-27
19179,UK,New Zealand,David Guetta & Chris Willis - Gettin' Over You,-1
19180,UK,Norway,David Guetta & Chris Willis - Gettin' Over You,-65
19181,UK,Portugal,David Guetta & Chris Willis - Gettin' Over You,-105
19182,UK,Spain,David Guetta & Chris Willis - Gettin' Over You,-77
19183,UK,Sweden,David Guetta & Chris Willis - Gettin' Over You,2
19184,UK,Switzerland,David Guetta & Chris Willis - Gettin' Over You,-21
19185,UK,UK,David Guetta & Chris Willis - Gettin' Over You,0
19186,UK,USA,David Guetta & Chris Willis - Gettin' Over You,-55
19187,Portugal,Australia,David Guetta & Chris Willis - Gettin' Over You,90
19188,Portugal,Austria,David Guetta & Chris Willis - Gettin' Over You,95
19189,Portugal,Belgium,David Guetta & Chris Willis - Gettin' Over You,92
19190,Portugal,Brazil,David Guetta & Chris Willis - Gettin' Over You,43
19191,Portugal,Bulgaria,David Guetta & Chris Willis - Gettin' Over You,42
19192,Portugal,Canada,David Guetta & Chris Willis - Gettin' Over You,154
19193,Portugal,Chile,David Guetta & Chris Willis - Gettin' Over You,57
19194,Portugal,Denmark,David Guetta & Chris Willis - Gettin' Over You,44
19195,Portugal,France,David Guetta & Chris Willis - Gettin' Over You,91
19196,Portugal,Germany,David Guetta & Chris Willis - Gettin' Over You,57
19197,Portugal,Ireland,David Guetta & Chris Willis - Gettin' Over You,94
19198,Portugal,Italy,David Guetta & Chris Willis - Gettin' Over You,105
19199,Portugal,Netherlands,David Guetta & Chris Willis - Gettin' Over You,78
19200,Portugal,New Zealand,David Guetta & Chris Willis - Gettin' Over You,104
19201,Portugal,Norway,David Guetta & Chris Willis - Gettin' Over You,40
19202,Portugal,Portugal,David Guetta & Chris Willis - Gettin' Over You,0
19203,Portugal,Spain,David Guetta & Chris Willis - Gettin' Over You,28
19204,Portugal,Sweden,David Guetta & Chris Willis - Gettin' Over You,107
19205,Portugal,Switzerland,David Guetta & Chris Willis - Gettin' Over You,84
19206,Portugal,UK,David Guetta & Chris Willis - Gettin' Over You,105
19207,Portugal,USA,David Guetta & Chris Willis - Gettin' Over You,50
19208,UK,Austria,David Guetta & Chris Willis - Love Is Gone,-60
19209,UK,Finland,David Guetta & Chris Willis - Love Is Gone,42
19210,UK,France,David Guetta & Chris Willis - Love Is Gone,54
19211,UK,Spain,David Guetta & Chris Willis - Love Is Gone,3
19212,UK,Sweden,David Guetta & Chris Willis - Love Is Gone,17
19213,UK,Switzerland,David Guetta & Chris Willis - Love Is Gone,25
19214,UK,UK,David Guetta & Chris Willis - Love Is Gone,0
19215,UK,Australia,David Guetta & Emeli Sande - What I Did For Love,-90
19216,UK,Austria,David Guetta & Emeli Sande - What I Did For Love,-118
19217,UK,France,David Guetta & Emeli Sande - What I Did For Love,-76
19218,UK,Germany,David Guetta & Emeli Sande - What I Did For Love,-119
19219,UK,Greece,David Guetta & Emeli Sande - What I Did For Love,-89
19220,UK,Ireland,David Guetta & Emeli Sande - What I Did For Love,-90
19221,UK,Taiwan,David Guetta & Emeli Sande - What I Did For Love,-48
19222,UK,UK,David Guetta & Emeli Sande - What I Did For Love,0
19223,USA,Australia,David Guetta & Justin Bieber - 2U,21
19224,USA,Austria,David Guetta & Justin Bieber - 2U,15
19225,USA,Belgium,David Guetta & Justin Bieber - 2U,14
19226,USA,Bulgaria,David Guetta & Justin Bieber - 2U,-43
19227,USA,Canada,David Guetta & Justin Bieber - 2U,0
19228,USA,Chile,David Guetta & Justin Bieber - 2U,21
19229,USA,Denmark,David Guetta & Justin Bieber - 2U,25
19230,USA,Finland,David Guetta & Justin Bieber - 2U,28
19231,USA,France,David Guetta & Justin Bieber - 2U,22
19232,USA,Germany,David Guetta & Justin Bieber - 2U,21
19233,USA,Ireland,David Guetta & Justin Bieber - 2U,21
19234,USA,Italy,David Guetta & Justin Bieber - 2U,23
19235,USA,Netherlands,David Guetta & Justin Bieber - 2U,21
19236,USA,New Zealand,David Guetta & Justin Bieber - 2U,14
19237,USA,Norway,David Guetta & Justin Bieber - 2U,27
19238,USA,Portugal,David Guetta & Justin Bieber - 2U,-15
19239,USA,Spain,David Guetta & Justin Bieber - 2U,21
19240,USA,Sweden,David Guetta & Justin Bieber - 2U,21
19241,USA,Switzerland,David Guetta & Justin Bieber - 2U,20
19242,USA,UK,David Guetta & Justin Bieber - 2U,21
19243,USA,USA,David Guetta & Justin Bieber - 2U,0
19244,UK,Australia,David Guetta & Justin Bieber - 2U,0
19245,UK,Austria,David Guetta & Justin Bieber - 2U,-6
19246,UK,Belgium,David Guetta & Justin Bieber - 2U,-7
19247,UK,Bulgaria,David Guetta & Justin Bieber - 2U,-64
19248,UK,Canada,David Guetta & Justin Bieber - 2U,-21
19249,UK,Chile,David Guetta & Justin Bieber - 2U,0
19250,UK,Denmark,David Guetta & Justin Bieber - 2U,4
19251,UK,Finland,David Guetta & Justin Bieber - 2U,7
19252,UK,France,David Guetta & Justin Bieber - 2U,1
19253,UK,Germany,David Guetta & Justin Bieber - 2U,0
19254,UK,Ireland,David Guetta & Justin Bieber - 2U,0
19255,UK,Italy,David Guetta & Justin Bieber - 2U,2
19256,UK,Netherlands,David Guetta & Justin Bieber - 2U,0
19257,UK,New Zealand,David Guetta & Justin Bieber - 2U,-7
19258,UK,Norway,David Guetta & Justin Bieber - 2U,6
19259,UK,Portugal,David Guetta & Justin Bieber - 2U,-36
19260,UK,Spain,David Guetta & Justin Bieber - 2U,0
19261,UK,Sweden,David Guetta & Justin Bieber - 2U,0
19262,UK,Switzerland,David Guetta & Justin Bieber - 2U,-1
19263,UK,UK,David Guetta & Justin Bieber - 2U,0
19264,UK,USA,David Guetta & Justin Bieber - 2U,-21
19265,Portugal,Australia,David Guetta & Justin Bieber - 2U,36
19266,Portugal,Austria,David Guetta & Justin Bieber - 2U,30
19267,Portugal,Belgium,David Guetta & Justin Bieber - 2U,29
19268,Portugal,Bulgaria,David Guetta & Justin Bieber - 2U,-28
19269,Portugal,Canada,David Guetta & Justin Bieber - 2U,15
19270,Portugal,Chile,David Guetta & Justin Bieber - 2U,36
19271,Portugal,Denmark,David Guetta & Justin Bieber - 2U,40
19272,Portugal,Finland,David Guetta & Justin Bieber - 2U,43
19273,Portugal,France,David Guetta & Justin Bieber - 2U,37
19274,Portugal,Germany,David Guetta & Justin Bieber - 2U,36
19275,Portugal,Ireland,David Guetta & Justin Bieber - 2U,36
19276,Portugal,Italy,David Guetta & Justin Bieber - 2U,38
19277,Portugal,Netherlands,David Guetta & Justin Bieber - 2U,36
19278,Portugal,New Zealand,David Guetta & Justin Bieber - 2U,29
19279,Portugal,Norway,David Guetta & Justin Bieber - 2U,42
19280,Portugal,Portugal,David Guetta & Justin Bieber - 2U,0
19281,Portugal,Spain,David Guetta & Justin Bieber - 2U,36
19282,Portugal,Sweden,David Guetta & Justin Bieber - 2U,36
19283,Portugal,Switzerland,David Guetta & Justin Bieber - 2U,35
19284,Portugal,UK,David Guetta & Justin Bieber - 2U,36
19285,Portugal,USA,David Guetta & Justin Bieber - 2U,15
19286,UK,Australia,David Guetta & Kelly Rowland - When Love Takes Over,-6
19287,UK,Austria,David Guetta & Kelly Rowland - When Love Takes Over,-25
19288,UK,Belgium,David Guetta & Kelly Rowland - When Love Takes Over,-12
19289,UK,Bulgaria,David Guetta & Kelly Rowland - When Love Takes Over,-14
19290,UK,Canada,David Guetta & Kelly Rowland - When Love Takes Over,-54
19291,UK,China,David Guetta & Kelly Rowland - When Love Takes Over,-15
19292,UK,Denmark,David Guetta & Kelly Rowland - When Love Takes Over,-12
19293,UK,Finland,David Guetta & Kelly Rowland - When Love Takes Over,-28
19294,UK,France,David Guetta & Kelly Rowland - When Love Takes Over,9
19295,UK,Germany,David Guetta & Kelly Rowland - When Love Takes Over,-76
19296,UK,India,David Guetta & Kelly Rowland - When Love Takes Over,-26
19297,UK,Ireland,David Guetta & Kelly Rowland - When Love Takes Over,1
19298,UK,Italy,David Guetta & Kelly Rowland - When Love Takes Over,-59
19299,UK,Netherlands,David Guetta & Kelly Rowland - When Love Takes Over,-13
19300,UK,New Zealand,David Guetta & Kelly Rowland - When Love Takes Over,-24
19301,UK,Norway,David Guetta & Kelly Rowland - When Love Takes Over,-44
19302,UK,Portugal,David Guetta & Kelly Rowland - When Love Takes Over,-40
19303,UK,Spain,David Guetta & Kelly Rowland - When Love Takes Over,-95
19304,UK,Sweden,David Guetta & Kelly Rowland - When Love Takes Over,-46
19305,UK,Switzerland,David Guetta & Kelly Rowland - When Love Takes Over,-10
19306,UK,Taiwan,David Guetta & Kelly Rowland - When Love Takes Over,-78
19307,UK,UK,David Guetta & Kelly Rowland - When Love Takes Over,0
19308,Portugal,Australia,David Guetta & Kelly Rowland - When Love Takes Over,34
19309,Portugal,Austria,David Guetta & Kelly Rowland - When Love Takes Over,15
19310,Portugal,Belgium,David Guetta & Kelly Rowland - When Love Takes Over,28
19311,Portugal,Bulgaria,David Guetta & Kelly Rowland - When Love Takes Over,26
19312,Portugal,Canada,David Guetta & Kelly Rowland - When Love Takes Over,-14
19313,Portugal,China,David Guetta & Kelly Rowland - When Love Takes Over,25
19314,Portugal,Denmark,David Guetta & Kelly Rowland - When Love Takes Over,28
19315,Portugal,Finland,David Guetta & Kelly Rowland - When Love Takes Over,12
19316,Portugal,France,David Guetta & Kelly Rowland - When Love Takes Over,49
19317,Portugal,Germany,David Guetta & Kelly Rowland - When Love Takes Over,-36
19318,Portugal,India,David Guetta & Kelly Rowland - When Love Takes Over,14
19319,Portugal,Ireland,David Guetta & Kelly Rowland - When Love Takes Over,41
19320,Portugal,Italy,David Guetta & Kelly Rowland - When Love Takes Over,-19
19321,Portugal,Netherlands,David Guetta & Kelly Rowland - When Love Takes Over,27
19322,Portugal,New Zealand,David Guetta & Kelly Rowland - When Love Takes Over,16
19323,Portugal,Norway,David Guetta & Kelly Rowland - When Love Takes Over,-4
19324,Portugal,Portugal,David Guetta & Kelly Rowland - When Love Takes Over,0
19325,Portugal,Spain,David Guetta & Kelly Rowland - When Love Takes Over,-55
19326,Portugal,Sweden,David Guetta & Kelly Rowland - When Love Takes Over,-6
19327,Portugal,Switzerland,David Guetta & Kelly Rowland - When Love Takes Over,30
19328,Portugal,Taiwan,David Guetta & Kelly Rowland - When Love Takes Over,-38
19329,Portugal,UK,David Guetta & Kelly Rowland - When Love Takes Over,40
19330,UK,Australia,David Guetta & Kid Cudi - Memories,62
19331,UK,Austria,David Guetta & Kid Cudi - Memories,39
19332,UK,Belgium,David Guetta & Kid Cudi - Memories,71
19333,UK,Bulgaria,David Guetta & Kid Cudi - Memories,-21
19334,UK,Canada,David Guetta & Kid Cudi - Memories,35
19335,UK,Denmark,David Guetta & Kid Cudi - Memories,44
19336,UK,Finland,David Guetta & Kid Cudi - Memories,-6
19337,UK,France,David Guetta & Kid Cudi - Memories,84
19338,UK,Germany,David Guetta & Kid Cudi - Memories,22
19339,UK,Ireland,David Guetta & Kid Cudi - Memories,10
19340,UK,Netherlands,David Guetta & Kid Cudi - Memories,57
19341,UK,New Zealand,David Guetta & Kid Cudi - Memories,69
19342,UK,Norway,David Guetta & Kid Cudi - Memories,-16
19343,UK,Portugal,David Guetta & Kid Cudi - Memories,-42
19344,UK,Spain,David Guetta & Kid Cudi - Memories,-42
19345,UK,Sweden,David Guetta & Kid Cudi - Memories,30
19346,UK,Switzerland,David Guetta & Kid Cudi - Memories,14
19347,UK,UK,David Guetta & Kid Cudi - Memories,0
19348,Portugal,Australia,David Guetta & Kid Cudi - Memories,104
19349,Portugal,Austria,David Guetta & Kid Cudi - Memories,81
19350,Portugal,Belgium,David Guetta & Kid Cudi - Memories,113
19351,Portugal,Bulgaria,David Guetta & Kid Cudi - Memories,21
19352,Portugal,Canada,David Guetta & Kid Cudi - Memories,77
19353,Portugal,Denmark,David Guetta & Kid Cudi - Memories,86
19354,Portugal,Finland,David Guetta & Kid Cudi - Memories,36
19355,Portugal,France,David Guetta & Kid Cudi - Memories,126
19356,Portugal,Germany,David Guetta & Kid Cudi - Memories,64
19357,Portugal,Ireland,David Guetta & Kid Cudi - Memories,52
19358,Portugal,Netherlands,David Guetta & Kid Cudi - Memories,99
19359,Portugal,New Zealand,David Guetta & Kid Cudi - Memories,111
19360,Portugal,Norway,David Guetta & Kid Cudi - Memories,26
19361,Portugal,Portugal,David Guetta & Kid Cudi - Memories,0
19362,Portugal,Spain,David Guetta & Kid Cudi - Memories,0
19363,Portugal,Sweden,David Guetta & Kid Cudi - Memories,72
19364,Portugal,Switzerland,David Guetta & Kid Cudi - Memories,56
19365,Portugal,UK,David Guetta & Kid Cudi - Memories,42
19366,USA,Australia,David Guetta & Nicki Minaj - Turn Me On,12
19367,USA,Austria,David Guetta & Nicki Minaj - Turn Me On,-27
19368,USA,Brazil,David Guetta & Nicki Minaj - Turn Me On,-97
19369,USA,Bulgaria,David Guetta & Nicki Minaj - Turn Me On,-99
19370,USA,Canada,David Guetta & Nicki Minaj - Turn Me On,9
19371,USA,Finland,David Guetta & Nicki Minaj - Turn Me On,-81
19372,USA,France,David Guetta & Nicki Minaj - Turn Me On,-22
19373,USA,Germany,David Guetta & Nicki Minaj - Turn Me On,-35
19374,USA,Ireland,David Guetta & Nicki Minaj - Turn Me On,-19
19375,USA,Netherlands,David Guetta & Nicki Minaj - Turn Me On,14
19376,USA,New Zealand,David Guetta & Nicki Minaj - Turn Me On,-9
19377,USA,Norway,David Guetta & Nicki Minaj - Turn Me On,155
19378,USA,Sweden,David Guetta & Nicki Minaj - Turn Me On,-90
19379,USA,Switzerland,David Guetta & Nicki Minaj - Turn Me On,-29
19380,USA,UK,David Guetta & Nicki Minaj - Turn Me On,-7
19381,USA,USA,David Guetta & Nicki Minaj - Turn Me On,0
19382,UK,Australia,David Guetta & Nicki Minaj - Turn Me On,19
19383,UK,Austria,David Guetta & Nicki Minaj - Turn Me On,-20
19384,UK,Brazil,David Guetta & Nicki Minaj - Turn Me On,-90
19385,UK,Bulgaria,David Guetta & Nicki Minaj - Turn Me On,-92
19386,UK,Canada,David Guetta & Nicki Minaj - Turn Me On,16
19387,UK,Finland,David Guetta & Nicki Minaj - Turn Me On,-74
19388,UK,France,David Guetta & Nicki Minaj - Turn Me On,-15
19389,UK,Germany,David Guetta & Nicki Minaj - Turn Me On,-28
19390,UK,Ireland,David Guetta & Nicki Minaj - Turn Me On,-12
19391,UK,Netherlands,David Guetta & Nicki Minaj - Turn Me On,21
19392,UK,New Zealand,David Guetta & Nicki Minaj - Turn Me On,-2
19393,UK,Norway,David Guetta & Nicki Minaj - Turn Me On,162
19394,UK,Sweden,David Guetta & Nicki Minaj - Turn Me On,-83
19395,UK,Switzerland,David Guetta & Nicki Minaj - Turn Me On,-22
19396,UK,UK,David Guetta & Nicki Minaj - Turn Me On,0
19397,UK,USA,David Guetta & Nicki Minaj - Turn Me On,7
19398,UK,Australia,David Guetta & Rihanna - Who's That Chick?,-43
19399,UK,Austria,David Guetta & Rihanna - Who's That Chick?,-3
19400,UK,Belgium,David Guetta & Rihanna - Who's That Chick?,-13
19401,UK,Brazil,David Guetta & Rihanna - Who's That Chick?,-69
19402,UK,Bulgaria,David Guetta & Rihanna - Who's That Chick?,-98
19403,UK,Canada,David Guetta & Rihanna - Who's That Chick?,-60
19404,UK,Denmark,David Guetta & Rihanna - Who's That Chick?,-12
19405,UK,Finland,David Guetta & Rihanna - Who's That Chick?,-4
19406,UK,France,David Guetta & Rihanna - Who's That Chick?,-56
19407,UK,Germany,David Guetta & Rihanna - Who's That Chick?,-6
19408,UK,Ireland,David Guetta & Rihanna - Who's That Chick?,3
19409,UK,Netherlands,David Guetta & Rihanna - Who's That Chick?,-90
19410,UK,New Zealand,David Guetta & Rihanna - Who's That Chick?,-36
19411,UK,Norway,David Guetta & Rihanna - Who's That Chick?,-9
19412,UK,Spain,David Guetta & Rihanna - Who's That Chick?,-56
19413,UK,Sweden,David Guetta & Rihanna - Who's That Chick?,-61
19414,UK,Switzerland,David Guetta & Rihanna - Who's That Chick?,-7
19415,UK,UK,David Guetta & Rihanna - Who's That Chick?,0
19416,UK,Australia,David Guetta & Sam Martin - Dangerous,15
19417,UK,Austria,David Guetta & Sam Martin - Dangerous,3
19418,UK,Belgium,David Guetta & Sam Martin - Dangerous,10
19419,UK,Bulgaria,David Guetta & Sam Martin - Dangerous,-34
19420,UK,Canada,David Guetta & Sam Martin - Dangerous,-30
19421,UK,Chile,David Guetta & Sam Martin - Dangerous,-26
19422,UK,Denmark,David Guetta & Sam Martin - Dangerous,-11
19423,UK,Finland,David Guetta & Sam Martin - Dangerous,31
19424,UK,France,David Guetta & Sam Martin - Dangerous,35
19425,UK,Germany,David Guetta & Sam Martin - Dangerous,0
19426,UK,Greece,David Guetta & Sam Martin - Dangerous,-54
19427,UK,Ireland,David Guetta & Sam Martin - Dangerous,-4
19428,UK,Italy,David Guetta & Sam Martin - Dangerous,8
19429,UK,Netherlands,David Guetta & Sam Martin - Dangerous,-5
19430,UK,New Zealand,David Guetta & Sam Martin - Dangerous,-69
19431,UK,Norway,David Guetta & Sam Martin - Dangerous,11
19432,UK,Portugal,David Guetta & Sam Martin - Dangerous,-20
19433,UK,Spain,David Guetta & Sam Martin - Dangerous,-6
19434,UK,Sweden,David Guetta & Sam Martin - Dangerous,-11
19435,UK,Switzerland,David Guetta & Sam Martin - Dangerous,8
19436,UK,Taiwan,David Guetta & Sam Martin - Dangerous,-27
19437,UK,UK,David Guetta & Sam Martin - Dangerous,0
19438,Portugal,Australia,David Guetta & Sam Martin - Dangerous,35
19439,Portugal,Austria,David Guetta & Sam Martin - Dangerous,23
19440,Portugal,Belgium,David Guetta & Sam Martin - Dangerous,30
19441,Portugal,Bulgaria,David Guetta & Sam Martin - Dangerous,-14
19442,Portugal,Canada,David Guetta & Sam Martin - Dangerous,-10
19443,Portugal,Chile,David Guetta & Sam Martin - Dangerous,-6
19444,Portugal,Denmark,David Guetta & Sam Martin - Dangerous,9
19445,Portugal,Finland,David Guetta & Sam Martin - Dangerous,51
19446,Portugal,France,David Guetta & Sam Martin - Dangerous,55
19447,Portugal,Germany,David Guetta & Sam Martin - Dangerous,20
19448,Portugal,Greece,David Guetta & Sam Martin - Dangerous,-34
