Country,Position,Date,Song title,Song author 
Netherlands,10,2022-07-09,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,11,2022-07-09,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,12,2022-07-09,Belly Dancer,Imanbek & BYOR
Netherlands,13,2022-07-09,Crazy What Love Can Do,"David Guetta, Becky Hill & Ella Henderson"
Netherlands,14,2022-07-09,Vluchtstrook,"Kris Kross Amsterdam, Antoon & Sigourney K"
Netherlands,15,2022-07-09,Glimpse Of Us,Joji
Netherlands,16,2022-07-09,Trompeta,Willy William
Netherlands,17,2022-07-09,Love Myself,Ronde
Netherlands,18,2022-07-09,I Ain't Worried,OneRepublic
Netherlands,19,2022-07-09,Naar De Maan,Maan & DJVT
Netherlands,20,2022-07-09,Calm Down,Rema
Netherlands,1,2022-07-02,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,2,2022-07-02,I Want You,La Fuente
Netherlands,3,2022-07-02,Olivia,Antoon
Netherlands,4,2022-07-02,As It Was,Harry Styles
Netherlands,5,2022-07-02,Boot,FMG
Netherlands,6,2022-07-02,Automatisch,Flemming
Netherlands,7,2022-07-02,Running Up That Hill (A Deal With God),Kate Bush
Netherlands,8,2022-07-02,Amazin',Idaly & Emms
Netherlands,9,2022-07-02,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,10,2022-07-02,In The Stars,Benson Boone
Netherlands,11,2022-07-02,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,12,2022-07-02,Belly Dancer,Imanbek & BYOR
Netherlands,13,2022-07-02,Glimpse Of Us,Joji
Netherlands,14,2022-07-02,Break My Soul,Beyonce Knowles
Netherlands,15,2022-07-02,Centraal Station,Antoon & Bilal Wahib
Netherlands,16,2022-07-02,Trompeta,Willy William
Netherlands,17,2022-07-02,Vluchtstrook,"Kris Kross Amsterdam, Antoon & Sigourney K"
Netherlands,18,2022-07-02,Crazy What Love Can Do,"David Guetta, Becky Hill & Ella Henderson"
Netherlands,19,2022-07-02,Hotelschool,Antoon
Netherlands,20,2022-07-02,Als Je Bij Me Blijft,"$hirak, Cristian D, Bilal Wahib, Ronnie Flex & Boef"
Netherlands,1,2022-06-25,Olivia,Antoon
Netherlands,2,2022-06-25,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,3,2022-06-25,As It Was,Harry Styles
Netherlands,4,2022-06-25,I Want You,La Fuente
Netherlands,5,2022-06-25,Boot,FMG
Netherlands,6,2022-06-25,Amazin',Idaly & Emms
Netherlands,7,2022-06-25,Automatisch,Flemming
Netherlands,8,2022-06-25,Running Up That Hill (A Deal With God),Kate Bush
Netherlands,9,2022-06-25,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,10,2022-06-25,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,11,2022-06-25,In The Stars,Benson Boone
Netherlands,12,2022-06-25,Centraal Station,Antoon & Bilal Wahib
Netherlands,13,2022-06-25,Belly Dancer,Imanbek & BYOR
Netherlands,14,2022-06-25,Als Je Bij Me Blijft,"$hirak, Cristian D, Bilal Wahib, Ronnie Flex & Boef"
Netherlands,15,2022-06-25,Vluchtstrook,"Kris Kross Amsterdam, Antoon & Sigourney K"
Netherlands,16,2022-06-25,Trompeta,Willy William
Netherlands,17,2022-06-25,Glimpse Of Us,Joji
Netherlands,18,2022-06-25,About Damn Time,Lizzo
Netherlands,19,2022-06-25,Hotelschool,Antoon
Netherlands,20,2022-06-25,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,1,2022-06-18,Olivia,Antoon
Netherlands,2,2022-06-18,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,3,2022-06-18,As It Was,Harry Styles
Netherlands,4,2022-06-18,Running Up That Hill (A Deal With God),Kate Bush
Netherlands,5,2022-06-18,Amazin',Idaly & Emms
Netherlands,6,2022-06-18,I Want You,La Fuente
Netherlands,7,2022-06-18,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,8,2022-06-18,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,9,2022-06-18,Automatisch,Flemming
Netherlands,10,2022-06-18,Boot,FMG
Netherlands,11,2022-06-18,In De Goot,Lijpe
Netherlands,12,2022-06-18,Centraal Station,Antoon & Bilal Wahib
Netherlands,13,2022-06-18,Solo,Zoe Tauran & Bilal Wahib
Netherlands,14,2022-06-18,In The Stars,Benson Boone
Netherlands,15,2022-06-18,Als Je Bij Me Blijft,"$hirak, Cristian D, Bilal Wahib, Ronnie Flex & Boef"
Netherlands,16,2022-06-18,Belly Dancer,Imanbek & BYOR
Netherlands,17,2022-06-18,De Diepte,S10
Netherlands,18,2022-06-18,Airmax BW,Kevin
Netherlands,19,2022-06-18,Hallo,Antoon
Netherlands,20,2022-06-18,Hotelschool,Antoon
Netherlands,1,2022-06-11,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,2,2022-06-11,As It Was,Harry Styles
Netherlands,3,2022-06-11,Running Up That Hill (A Deal With God),Kate Bush
Netherlands,4,2022-06-11,Amazin',Idaly & Emms
Netherlands,5,2022-06-11,Olivia,Antoon
Netherlands,6,2022-06-11,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,7,2022-06-11,Airmax BW,Kevin
Netherlands,8,2022-06-11,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,9,2022-06-11,Als Je Bij Me Blijft,"$hirak, Cristian D, Bilal Wahib, Ronnie Flex & Boef"
Netherlands,10,2022-06-11,Automatisch,Flemming
Netherlands,11,2022-06-11,Solo,Zoe Tauran & Bilal Wahib
Netherlands,12,2022-06-11,De Diepte,S10
Netherlands,13,2022-06-11,Boot,FMG
Netherlands,14,2022-06-11,In The Stars,Benson Boone
Netherlands,15,2022-06-11,Hallo,Antoon
Netherlands,16,2022-06-11,Belly Dancer,Imanbek & BYOR
Netherlands,17,2022-06-11,About Damn Time,Lizzo
Netherlands,18,2022-06-11,Hotelschool,Antoon
Netherlands,19,2022-06-11,Trompeta,Willy William
Netherlands,20,2022-06-11,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,1,2022-06-04,As It Was,Harry Styles
Netherlands,2,2022-06-04,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,3,2022-06-04,Kijk Ons Nou,Metejoor & Snelle
Netherlands,4,2022-06-04,De Diepte,S10
Netherlands,5,2022-06-04,Ongewoon,Pommelien Thijs
Netherlands,6,2022-06-04,Green Green Grass,George Ezra
Netherlands,7,2022-06-04,About Damn Time,Lizzo
Netherlands,8,2022-06-04,Miss You,Jeremie Makiese
Netherlands,9,2022-06-04,Zwaartekracht,Regi & Emma Heesters
Netherlands,10,2022-06-04,Trompeta,Willy William
Netherlands,11,2022-06-04,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,12,2022-06-04,Where Did You Go,Jax Jones & MNEK
Netherlands,13,2022-06-04,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,14,2022-06-04,Fingers Crossed,Lauren Spencer-Smith
Netherlands,15,2022-06-04,Solo Para Ti,Alvaro Soler & Topic
Netherlands,16,2022-06-04,Say My Name,Berre
Netherlands,17,2022-06-04,In The Dark,Purple Disco Machine & Sophie And The Giants
Netherlands,18,2022-06-04,Bones,Imagine Dragons
Netherlands,19,2022-06-04,When You're Gone,Shawn Mendes
Netherlands,20,2022-06-04,The Motto,Tiesto & Ava Max
Netherlands,1,2022-05-28,As It Was,Harry Styles
Netherlands,2,2022-05-28,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,3,2022-05-28,Als Je Bij Me Blijft,"$hirak, Cristian D, Bilal Wahib, Ronnie Flex & Boef"
Netherlands,4,2022-05-28,De Diepte,S10
Netherlands,5,2022-05-28,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,6,2022-05-28,Late Night Talking,Harry Styles
Netherlands,7,2022-05-28,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,8,2022-05-28,Solo,Zoe Tauran & Bilal Wahib
Netherlands,9,2022-05-28,Solo,Zoe Tauran & Bilal Wahib
Netherlands,10,2022-05-28,Hallo,Antoon
Netherlands,11,2022-05-28,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,12,2022-05-28,In The Stars,Benson Boone
Netherlands,13,2022-05-28,Automatisch,Flemming
Netherlands,14,2022-05-28,Music For A Sushi Restaurant,Harry Styles
Netherlands,15,2022-05-28,Trompeta,Willy William
Netherlands,16,2022-05-28,Hotelschool,Antoon
Netherlands,17,2022-05-28,Belly Dancer,Imanbek & BYOR
Netherlands,18,2022-05-28,About Damn Time,Lizzo
Netherlands,19,2022-05-28,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,20,2022-05-28,100 SMSjes,Sigourney K & Ronnie Flex
Netherlands,1,2022-05-21,De Diepte,S10
Netherlands,2,2022-05-21,Als Je Bij Me Blijft,"$hirak, Cristian D, Bilal Wahib, Ronnie Flex & Boef"
Netherlands,3,2022-05-21,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,4,2022-05-21,As It Was,Harry Styles
Netherlands,5,2022-05-21,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,6,2022-05-21,Solo,Zoe Tauran & Bilal Wahib
Netherlands,7,2022-05-21,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,8,2022-05-21,Hallo,Antoon
Netherlands,9,2022-05-21,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,10,2022-05-21,Hotelschool,Antoon
Netherlands,11,2022-05-21,Trompeta,Willy William
Netherlands,12,2022-05-21,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,13,2022-05-21,100 SMSjes,Sigourney K & Ronnie Flex
Netherlands,14,2022-05-21,Belly Dancer,Imanbek & BYOR
Netherlands,15,2022-05-21,In The Stars,Benson Boone
Netherlands,16,2022-05-21,First Class,Jack Harlow
Netherlands,17,2022-05-21,Automatisch,Flemming
Netherlands,18,2022-05-21,Honderd Keer,Suzan & Freek
Netherlands,19,2022-05-21,Peru,Fireboy DML & Ed Sheeran
Netherlands,20,2022-05-21,About Damn Time,Lizzo
Netherlands,1,2022-05-14,As It Was,Harry Styles
Netherlands,2,2022-05-14,De Diepte,S10
Netherlands,3,2022-05-14,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,4,2022-05-14,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,5,2022-05-14,Hallo,Antoon
Netherlands,6,2022-05-14,Solo,Zoe Tauran & Bilal Wahib
Netherlands,7,2022-05-14,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,8,2022-05-14,Hotelschool,Antoon
Netherlands,9,2022-05-14,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,10,2022-05-14,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,11,2022-05-14,First Class,Jack Harlow
Netherlands,12,2022-05-14,Trompeta,Willy William
Netherlands,13,2022-05-14,Peru,Fireboy DML & Ed Sheeran
Netherlands,14,2022-05-14,100 SMSjes,Sigourney K & Ronnie Flex
Netherlands,15,2022-05-14,Honderd Keer,Suzan & Freek
Netherlands,16,2022-05-14,Belly Dancer,Imanbek & BYOR
Netherlands,17,2022-05-14,Tantoe Lekker,Antoon & Big2
Netherlands,18,2022-05-14,The Motto,Tiesto & Ava Max
Netherlands,19,2022-05-14,Dat Heb Jij Gedaan,Meau
Netherlands,20,2022-05-14,Gabos,JoeyAK
Netherlands,1,2022-05-07,As It Was,Harry Styles
Netherlands,2,2022-05-07,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,3,2022-05-07,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,4,2022-05-07,Hallo,Antoon
Netherlands,5,2022-05-07,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,6,2022-05-07,Hotelschool,Antoon
Netherlands,7,2022-05-07,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,8,2022-05-07,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,9,2022-05-07,De Diepte,S10
Netherlands,10,2022-05-07,Dat Heb Jij Gedaan,Meau
Netherlands,11,2022-05-07,Trompeta,Willy William
Netherlands,12,2022-05-07,First Class,Jack Harlow
Netherlands,13,2022-05-07,Peru,Fireboy DML & Ed Sheeran
Netherlands,14,2022-05-07,Honderd Keer,Suzan & Freek
Netherlands,15,2022-05-07,Tantoe Lekker,Antoon & Big2
Netherlands,16,2022-05-07,The Motto,Tiesto & Ava Max
Netherlands,17,2022-05-07,Belly Dancer,Imanbek & BYOR
Netherlands,18,2022-05-07,Anyone For You,George Ezra & Tiger Lily
Netherlands,19,2022-05-07,Zij Wil Mij,Flemming
Netherlands,20,2022-05-07,Where Did You Go,Jax Jones & MNEK
Netherlands,1,2022-04-30,As It Was,Harry Styles
Netherlands,2,2022-04-30,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,3,2022-04-30,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,4,2022-04-30,Hallo,Antoon
Netherlands,5,2022-04-30,Hotelschool,Antoon
Netherlands,6,2022-04-30,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,7,2022-04-30,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,8,2022-04-30,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,9,2022-04-30,First Class,Jack Harlow
Netherlands,10,2022-04-30,Tantoe Lekker,Antoon & Big2
Netherlands,11,2022-04-30,De Diepte,S10
Netherlands,12,2022-04-30,The Motto,Tiesto & Ava Max
Netherlands,13,2022-04-30,Peru,Fireboy DML & Ed Sheeran
Netherlands,14,2022-04-30,Trompeta,Willy William
Netherlands,15,2022-04-30,Dat Heb Jij Gedaan,Meau
Netherlands,16,2022-04-30,Honderd Keer,Suzan & Freek
Netherlands,17,2022-04-30,Anyone For You,George Ezra & Tiger Lily
Netherlands,18,2022-04-30,Zij Wil Mij,Flemming
Netherlands,19,2022-04-30,Belly Dancer,Imanbek & BYOR
Netherlands,20,2022-04-30,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,1,2022-04-23,As It Was,Harry Styles
Netherlands,2,2022-04-23,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,3,2022-04-23,Hotelschool,Antoon
Netherlands,4,2022-04-23,Hallo,Antoon
Netherlands,5,2022-04-23,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,6,2022-04-23,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,7,2022-04-23,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,8,2022-04-23,Tantoe Lekker,Antoon & Big2
Netherlands,9,2022-04-23,First Class,Jack Harlow
Netherlands,10,2022-04-23,The Motto,Tiesto & Ava Max
Netherlands,11,2022-04-23,De Diepte,S10
Netherlands,12,2022-04-23,Peru,Fireboy DML & Ed Sheeran
Netherlands,13,2022-04-23,Dat Heb Jij Gedaan,Meau
Netherlands,14,2022-04-23,Honderd Keer,Suzan & Freek
Netherlands,15,2022-04-23,Ferrari,James Hype & Miggy Dela Rosa
Netherlands,16,2022-04-23,Trompeta,Willy William
Netherlands,17,2022-04-23,Zij Wil Mij,Flemming
Netherlands,18,2022-04-23,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,19,2022-04-23,Okee Shordy,"Trobi, Ronnie Flex, ADF Samski & Chivv"
Netherlands,20,2022-04-23,Anyone For You,George Ezra & Tiger Lily
Netherlands,1,2022-04-16,As It Was,Harry Styles
Netherlands,2,2022-04-16,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,3,2022-04-16,Hallo,Antoon
Netherlands,4,2022-04-16,Hotelschool,Antoon
Netherlands,5,2022-04-16,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,6,2022-04-16,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,7,2022-04-16,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,8,2022-04-16,De Diepte,S10
Netherlands,9,2022-04-16,Tantoe Lekker,Antoon & Big2
Netherlands,10,2022-04-16,Dat Heb Jij Gedaan,Meau
Netherlands,11,2022-04-16,First Class,Jack Harlow
Netherlands,12,2022-04-16,The Motto,Tiesto & Ava Max
Netherlands,13,2022-04-16,Peru,Fireboy DML & Ed Sheeran
Netherlands,14,2022-04-16,Okee Shordy,"Trobi, Ronnie Flex, ADF Samski & Chivv"
Netherlands,15,2022-04-16,Honderd Keer,Suzan & Freek
Netherlands,16,2022-04-16,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,17,2022-04-16,Zij Wil Mij,Flemming
Netherlands,18,2022-04-16,HeatWaves,Glass Animals
Netherlands,19,2022-04-16,1234,"Cristian D, Bilal Wahib & Lassa"
Netherlands,20,2022-04-16,Trompeta,Willy William
Netherlands,1,2022-04-09,As It Was,Harry Styles
Netherlands,2,2022-04-09,Hallo,Antoon
Netherlands,3,2022-04-09,Hotelschool,Antoon
Netherlands,4,2022-04-09,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,5,2022-04-09,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,6,2022-04-09,De Diepte,S10
Netherlands,7,2022-04-09,Dat Heb Jij Gedaan,Meau
Netherlands,8,2022-04-09,Tantoe Lekker,Antoon & Big2
Netherlands,9,2022-04-09,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,10,2022-04-09,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,11,2022-04-09,The Motto,Tiesto & Ava Max
Netherlands,12,2022-04-09,Okee Shordy,"Trobi, Ronnie Flex, ADF Samski & Chivv"
Netherlands,13,2022-04-09,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,14,2022-04-09,Honderd Keer,Suzan & Freek
Netherlands,15,2022-04-09,Peru,Fireboy DML & Ed Sheeran
Netherlands,16,2022-04-09,1234,"Cristian D, Bilal Wahib & Lassa"
Netherlands,17,2022-04-09,HeatWaves,Glass Animals
Netherlands,18,2022-04-09,L'enfer,Stromae
Netherlands,19,2022-04-09,Zij Wil Mij,Flemming
Netherlands,20,2022-04-09,Je Blik Richting Mij,Bankzitters
Netherlands,1,2022-04-02,Hallo,Antoon
Netherlands,2,2022-04-02,Hotelschool,Antoon
Netherlands,3,2022-04-02,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,4,2022-04-02,De Diepte,S10
Netherlands,5,2022-04-02,Tantoe Lekker,Antoon & Big2
Netherlands,6,2022-04-02,Vanavond (Uit M'n Bol),"Kris Kross Amsterdam, Donnie & Tino Martin"
Netherlands,7,2022-04-02,Dat Heb Jij Gedaan,Meau
Netherlands,8,2022-04-02,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,9,2022-04-02,The Motto,Tiesto & Ava Max
Netherlands,10,2022-04-02,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,11,2022-04-02,Okee Shordy,"Trobi, Ronnie Flex, ADF Samski & Chivv"
Netherlands,12,2022-04-02,1234,"Cristian D, Bilal Wahib & Lassa"
Netherlands,13,2022-04-02,Peru,Fireboy DML & Ed Sheeran
Netherlands,14,2022-04-02,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,15,2022-04-02,Honderd Keer,Suzan & Freek
Netherlands,16,2022-04-02,Je Blik Richting Mij,Bankzitters
Netherlands,17,2022-04-02,L'enfer,Stromae
Netherlands,18,2022-04-02,HeatWaves,Glass Animals
Netherlands,19,2022-04-02,Zij Wil Mij,Flemming
Netherlands,20,2022-04-02,Enemy,"Imagine Dragons, JID & League Of Legends"
Netherlands,1,2022-03-26,Hallo,Antoon
Netherlands,2,2022-03-26,Hotelschool,Antoon
Netherlands,3,2022-03-26,De Diepte,S10
Netherlands,4,2022-03-26,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,5,2022-03-26,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,6,2022-03-26,Tantoe Lekker,Antoon & Big2
Netherlands,7,2022-03-26,Dat Heb Jij Gedaan,Meau
Netherlands,8,2022-03-26,1234,"Cristian D, Bilal Wahib & Lassa"
Netherlands,9,2022-03-26,The Motto,Tiesto & Ava Max
Netherlands,10,2022-03-26,Okee Shordy,"Trobi, Ronnie Flex, ADF Samski & Chivv"
Netherlands,11,2022-03-26,Je Blik Richting Mij,Bankzitters
Netherlands,12,2022-03-26,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,13,2022-03-26,Peru,Fireboy DML & Ed Sheeran
Netherlands,14,2022-03-26,L'enfer,Stromae
Netherlands,15,2022-03-26,Zij Wil Mij,Flemming
Netherlands,16,2022-03-26,HeatWaves,Glass Animals
Netherlands,17,2022-03-26,Honderd Keer,Suzan & Freek
Netherlands,18,2022-03-26,Enemy,"Imagine Dragons, JID & League Of Legends"
Netherlands,19,2022-03-26,Dansen Op Labanta,"Glowinthedark, SFB & Philly More"
Netherlands,20,2022-03-26,Bam Bam,Camila Cabello & Ed Sheeran
Netherlands,1,2022-03-19,Hallo,Antoon
Netherlands,2,2022-03-19,Hotelschool,Antoon
Netherlands,3,2022-03-19,De Diepte,S10
Netherlands,4,2022-03-19,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,5,2022-03-19,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,6,2022-03-19,Dat Heb Jij Gedaan,Meau
Netherlands,7,2022-03-19,Je Blik Richting Mij,Bankzitters
Netherlands,8,2022-03-19,Okee Shordy,"Trobi, Ronnie Flex, ADF Samski & Chivv"
Netherlands,9,2022-03-19,L'enfer,Stromae
Netherlands,10,2022-03-19,1234,"Cristian D, Bilal Wahib & Lassa"
Netherlands,11,2022-03-19,The Motto,Tiesto & Ava Max
Netherlands,12,2022-03-19,Honderd Keer,Suzan & Freek
Netherlands,13,2022-03-19,Peru,Fireboy DML & Ed Sheeran
Netherlands,14,2022-03-19,Zij Wil Mij,Flemming
Netherlands,15,2022-03-19,Enemy,"Imagine Dragons, JID & League Of Legends"
Netherlands,16,2022-03-19,Dansen Op Labanta,"Glowinthedark, SFB & Philly More"
Netherlands,17,2022-03-19,HeatWaves,Glass Animals
Netherlands,18,2022-03-19,Amsterdam,Flemming
Netherlands,19,2022-03-19,Abcdefu,Gayle
Netherlands,20,2022-03-19,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,1,2022-03-12,Hallo,Antoon
Netherlands,2,2022-03-12,De Diepte,S10
Netherlands,3,2022-03-12,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,4,2022-03-12,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,5,2022-03-12,Dat Heb Jij Gedaan,Meau
Netherlands,6,2022-03-12,L'enfer,Stromae
Netherlands,7,2022-03-12,Hotelschool,Antoon
Netherlands,8,2022-03-12,Okee Shordy,"Trobi, Ronnie Flex, ADF Samski & Chivv"
Netherlands,9,2022-03-12,Je Blik Richting Mij,Bankzitters
Netherlands,10,2022-03-12,The Motto,Tiesto & Ava Max
Netherlands,11,2022-03-12,Peru,Fireboy DML & Ed Sheeran
Netherlands,12,2022-03-12,Enemy,"Imagine Dragons, JID & League Of Legends"
Netherlands,13,2022-03-12,HeatWaves,Glass Animals
Netherlands,14,2022-03-12,Zij Wil Mij,Flemming
Netherlands,15,2022-03-12,Abcdefu,Gayle
Netherlands,16,2022-03-12,Amsterdam,Flemming
Netherlands,17,2022-03-12,Dansen Op Labanta,"Glowinthedark, SFB & Philly More"
Netherlands,18,2022-03-12,Do It To It,Acraze & Cherish
Netherlands,19,2022-03-12,Fingers Crossed,Lauren Spencer-Smith
Netherlands,20,2022-03-12,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,1,2022-03-05,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,2,2022-03-05,Dat Heb Jij Gedaan,Meau
Netherlands,3,2022-03-05,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,4,2022-03-05,Je Blik Richting Mij,Bankzitters
Netherlands,5,2022-03-05,Hallo,Antoon
Netherlands,6,2022-03-05,The Motto,Tiesto & Ava Max
Netherlands,7,2022-03-05,Enemy,"Imagine Dragons, JID & League Of Legends"
Netherlands,8,2022-03-05,HeatWaves,Glass Animals
Netherlands,9,2022-03-05,Abcdefu,Gayle
Netherlands,10,2022-03-05,Amsterdam,Flemming
Netherlands,11,2022-03-05,L'enfer,Stromae
Netherlands,12,2022-03-05,Zij Wil Mij,Flemming
Netherlands,13,2022-03-05,Peru,Fireboy DML & Ed Sheeran
Netherlands,14,2022-03-05,Do It To It,Acraze & Cherish
Netherlands,15,2022-03-05,Ons Moeder Zeej Nog,Jan Biggel
Netherlands,16,2022-03-05,Fingers Crossed,Lauren Spencer-Smith
Netherlands,17,2022-03-05,Dansen Op Labanta,"Glowinthedark, SFB & Philly More"
Netherlands,18,2022-03-05,Bon Gepakt,Donnie & Rene Froger
Netherlands,19,2022-03-05,Pepas,Farruko
Netherlands,20,2022-03-05,Bieber Van De Kroeg,Donnie & Mart Hoogkamer
Netherlands,1,2022-02-26,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,2,2022-02-26,Je Blik Richting Mij,Bankzitters
Netherlands,3,2022-02-26,Dat Heb Jij Gedaan,Meau
Netherlands,4,2022-02-26,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,5,2022-02-26,The Motto,Tiesto & Ava Max
Netherlands,6,2022-02-26,Enemy,"Imagine Dragons, JID & League Of Legends"
Netherlands,7,2022-02-26,Amsterdam,Flemming
Netherlands,8,2022-02-26,Abcdefu,Gayle
Netherlands,9,2022-02-26,HeatWaves,Glass Animals
Netherlands,10,2022-02-26,Zij Wil Mij,Flemming
Netherlands,11,2022-02-26,L'enfer,Stromae
Netherlands,12,2022-02-26,Peru,Fireboy DML & Ed Sheeran
Netherlands,13,2022-02-26,Jongens Van Plein,"Kris Kross Amsterdam, Antoon & Sigourney K"
Netherlands,14,2022-02-26,Fingers Crossed,Lauren Spencer-Smith
Netherlands,15,2022-02-26,Do It To It,Acraze & Cherish
Netherlands,16,2022-02-26,Zoveel Takkies,Josylvio
Netherlands,17,2022-02-26,Thunder,"Gabry Ponte, Lum!x & Prezioso"
Netherlands,18,2022-02-26,Pepas,Farruko
Netherlands,19,2022-02-26,Easy On Me,Adele
Netherlands,20,2022-02-26,Hard To Say Goodbye,Ronde
Netherlands,1,2022-02-19,Je Blik Richting Mij,Bankzitters
Netherlands,2,2022-02-19,Amsterdam,"Cristian D, Shirak, Brysa & Ashafar"
Netherlands,3,2022-02-19,Dat Heb Jij Gedaan,Meau
Netherlands,4,2022-02-19,Vluchstrook,"Kriss Kross Amsterdam, Antoon & Sigourney K"
Netherlands,5,2022-02-19,The Motto,Tiesto & Ava Max
Netherlands,6,2022-02-19,Jongens Van Plein,"Kris Kross Amsterdam, Antoon & Sigourney K"
Netherlands,7,2022-02-19,Amsterdam,Flemming
