Country,Position,Date,Song title,Song author,Country artist,Genre
Japan,8,2020-07-25,Kanzai Boya,Kinki Kids,JP,
Japan,9,2020-07-25,Good Guy,SF9,KR,
Japan,10,2020-07-25,Rockstar,DaBaby & Roddy Ricch,US,
Japan,11,2020-07-25,Stuck With U,Ariana Grande & Justin Bieber,US,Pop
Japan,12,2020-07-25,Naked Heart,Aimyon,JP,J-Pop
Japan,13,2020-07-25,How You Like That,BlackPink,KR,
Japan,14,2020-07-25,Roses,SAINt JHN,GY,Dance
Japan,15,2020-07-25,Sour Candy,Lady Gaga & Blackpink,US,
Japan,16,2020-07-25,Stand Up,Bullet Train,,
Japan,17,2020-07-25,Everyday,Mahina,JP,
Japan,18,2020-07-25,Blinding Lights,Weeknd,CA,
Japan,19,2020-07-25,Heartless,"Diplo, Thomas Wesley & Morgan Wallen",US,
Japan,20,2020-07-25,Ur So F**kInG cOoL,Tones And I,AU,Alternative
Japan,1,2020-06-27,Kanzai Boya,Kinki Kids,JP,
Japan,2,2020-06-27,Rockstar,DaBaby & Roddy Ricch,US,
Japan,3,2020-06-27,Savage (Remix),Megan Thee Stallion & Beyonce,US,
Japan,4,2020-06-27,Swingin',Love Psychedelico,JP,
Japan,5,2020-06-27,Yoru Ni Kakeru,Yoasobi,JP,
Japan,6,2020-06-27,Be Kind,Marshmello & Halsey,US,Dance
Japan,7,2020-06-27,Sour Candy,Lady Gaga & Blackpink,US,
Japan,8,2020-06-27,Mazy Night,King & Prince,JP,
Japan,9,2020-06-27,Blinding Lights,Weeknd,CA,
Japan,10,2020-06-27,Laxed (Siren Beat),Jawsh 685,NZ,Reggae
Japan,11,2020-06-27,Stuck With U,Ariana Grande & Justin Bieber,US,Pop
Japan,12,2020-06-27,Say So,Doja Cat,US,R&B/Soul
Japan,13,2020-06-27,Rain On Me,Lady Gaga & Ariana Grande,US,Pop
Japan,14,2020-06-27,Stay Gold,BTS,KR,K-Pop
Japan,15,2020-06-27,Roses,SAINt JHN,GY,Dance
Japan,16,2020-06-27,Dance Monkey,Tones And I,AU,Alternative
Japan,17,2020-06-27,Stand Up,Bullet Train,,
Japan,18,2020-06-27,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
Japan,19,2020-06-27,Trollz,6ix9ine & Nicki Minaj,US,Hip-Hop/Rap
Japan,20,2020-06-27,Heartless,"Diplo, Thomas Wesley & Morgan Wallen",US,
Japan,1,2020-05-30,Be Kind,Marshmello & Halsey,US,Dance
Japan,2,2020-05-30,Stuck With U,Ariana Grande & Justin Bieber,US,Pop
Japan,3,2020-05-30,Swingin',Love Psychedelico,JP,
Japan,4,2020-05-30,Laxed (Siren Beat),Jawsh 685,NZ,Reggae
Japan,5,2020-05-30,Time,Hikaru Utada,JP,
Japan,6,2020-05-30,Savage (Remix),Megan Thee Stallion & Beyonce,US,
Japan,7,2020-05-30,Toosie Slide,Drake,CA,Hip-Hop/Rap
Japan,8,2020-05-30,Say So,Doja Cat,US,R&B/Soul
Japan,9,2020-05-30,Snow Jam,Rinne,EE,Hip-Hop/Rap
Japan,10,2020-05-30,Dance Monkey,Tones And I,AU,Alternative
Japan,11,2020-05-30,Blinding Lights,Weeknd,CA,
Japan,12,2020-05-30,3-2,HKT48,JP,
Japan,13,2020-05-30,Stupid Love,Lady Gaga,US,Pop
Japan,14,2020-05-30,Love So Sweet,Arashi,US,
Japan,16,2020-05-30,Roses,SAINt JHN,GY,Dance
Japan,17,2020-05-30,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
Japan,18,2020-05-30,Ai Wo Shiru,Last Idol,JP,
Japan,19,2020-05-30,Wish On The Same Sky,Monsta X,KR,
Japan,20,2020-05-30,Naked Heart,Aimyon,JP,J-Pop
Japan,1,2020-05-02,3-2,HKT48,JP,
Japan,2,2020-05-02,I Love...,Official Hige Dandism,JP,
Japan,3,2020-05-02,Snow Jam,Rinne,EE,Hip-Hop/Rap
Japan,4,2020-05-02,Toosie Slide,Drake,CA,Hip-Hop/Rap
Japan,5,2020-05-02,Blinding Lights,Weeknd,CA,
Japan,6,2020-05-02,Say So,Doja Cat,US,R&B/Soul
Japan,7,2020-05-02,Swingin',Love Psychedelico,JP,
Japan,8,2020-05-02,Hana Ni Bourei,Yorushika,JP,
Japan,9,2020-05-02,Laxed (Siren Beat),Jawsh 685,NZ,Reggae
Japan,10,2020-05-02,Ai Wo Shiru,Last Idol,JP,
Japan,11,2020-05-02,Dance Monkey,Tones And I,AU,Alternative
Japan,12,2020-05-02,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
Japan,13,2020-05-02,Wish On The Same Sky,Monsta X,KR,
Japan,14,2020-05-02,Memories,Maroon 5,US,Pop
Japan,15,2020-05-02,What A Man Gotta Do,Jonas Brothers,US,Pop
Japan,16,2020-05-02,Fallin' Flower,Seventeen,KR,
Japan,17,2020-05-02,Stupid Love,Lady Gaga,US,Pop
Japan,18,2020-05-02,Infinity,JO1,JP,
Japan,19,2020-05-02,Roses,SAINt JHN,GY,Dance
Japan,20,2020-05-02,Intentions,Justin Bieber & Quavo,CA,
Japan,1,2020-04-04,Blinding Lights,Weeknd,CA,
Japan,2,2020-04-04,Shitsuren.Arigatou,AKB48,JP,Kayokyoku
Japan,3,2020-04-04,Infinity,JO1,JP,
Japan,4,2020-04-04,Roses,SAINt JHN,GY,Dance
Japan,5,2020-04-04,Haru Wa Yuku,Aimer,JP,
Japan,6,2020-04-04,I Love...,Official Hige Dandism,JP,
Japan,7,2020-04-04,Intentions,Justin Bieber & Quavo,CA,
Japan,8,2020-04-04,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
Japan,9,2020-04-04,No Time To Die,Billie Eilish,US,Alternative
Japan,10,2020-04-04,I Am,Hey! Say! Jump,JP,
Japan,11,2020-04-04,The Other Side,SZA & Justin Timberlake,US,Soundtrack
Japan,12,2020-04-04,Memories,Maroon 5,US,Pop
Japan,13,2020-04-04,Dance Monkey,Tones And I,AU,Alternative
Japan,14,2020-04-04,I Believe,Jonas Brothers,US,
Japan,15,2020-04-04,Stupid Love,Lady Gaga,US,Pop
Japan,16,2020-04-04,Teenager Forever,King Gnu,JP,Alternative
Japan,17,2020-04-04,Filter,BTS,KR,
Japan,18,2020-04-04,Say So,Doja Cat,US,R&B/Soul
Japan,19,2020-04-04,Pretender,Official Hige Dandism,JP,
Japan,20,2020-04-04,Try Again,Mag!C Prince,JP,
Japan,1,2020-03-07,I Am,Hey! Say! Jump,JP,
Japan,2,2020-03-07,No Time To Die,Billie Eilish,US,Alternative
Japan,3,2020-03-07,Blinding Lights,Weeknd,CA,
Japan,4,2020-03-07,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
Japan,5,2020-03-07,Dance Monkey,Tones And I,AU,Alternative
Japan,6,2020-03-07,Anata Ga Iru Koto De,Uru,JP,J-Pop
Japan,7,2020-03-07,I Love...,Official Hige Dandism,JP,
Japan,8,2020-03-07,Filter,BTS,KR,
Japan,9,2020-03-07,Intentions,Justin Bieber & Quavo,CA,
Japan,10,2020-03-07,Doron,King Gnu,JP,Alternative
Japan,11,2020-03-07,Teenager Forever,King Gnu,JP,Alternative
Japan,12,2020-03-07,Yummy,Justin Bieber,CA,Pop
Japan,13,2020-03-07,Memories,Maroon 5,US,Pop
Japan,14,2020-03-07,I Believe,Jonas Brothers,US,
Japan,15,2020-03-07,Try Again,Mag!C Prince,JP,
Japan,16,2020-03-07,Pretender,Official Hige Dandism,JP,
Japan,17,2020-03-07,Unaccommodating,Eminem & Young M.A,US,
Japan,18,2020-03-07,Mubou Na Yume Ha Sameru Koto Ga Nai,STU48,JP,J-Pop
Japan,19,2020-03-07,Highest In The Room,Travis Scott,US,Hip-Hop/Rap
Japan,20,2020-03-07,10000 Hours,"Dan & Shay, Justin Bieber",CA,
Japan,1,2020-02-08,Mubou Na Yume Ha Sameru Koto Ga Nai,STU48,JP,J-Pop
Japan,2,2020-02-08,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
Japan,3,2020-02-08,Unaccommodating,Eminem & Young M.A,US,
Japan,4,2020-02-08,Yummy,Justin Bieber,CA,Pop
Japan,5,2020-02-08,Morning Musume.'20,Kokoro & Karada,,
Japan,6,2020-02-08,I Love...,Official Hige Dandism,JP,
Japan,7,2020-02-08,Dance Monkey,Tones And I,AU,Alternative
Japan,8,2020-02-08,Memories,Maroon 5,US,Pop
Japan,9,2020-02-08,REstart,Mameshiba No Taigun,JP,
Japan,10,2020-02-08,Underdog,Alicia Keys,US,R&B/Soul
Japan,11,2020-02-08,Pretender,Official Hige Dandism,JP,
Japan,12,2020-02-08,I Believe,Jonas Brothers,US,
Japan,13,2020-02-08,Try Again,Mag!C Prince,JP,
Japan,14,2020-02-08,Tomo Yo,Kanjani8,JP,
Japan,15,2020-02-08,Soyutoko Aru Yone?,SKE48,JP,J-Pop
Japan,16,2020-02-08,Teenager Forever,King Gnu,JP,Alternative
Japan,17,2020-02-08,Highest In The Room,Travis Scott,US,Hip-Hop/Rap
Japan,18,2020-02-08,Good As Hell,Lizzo,US,Pop
Japan,19,2020-02-08,Don't Start Now,Dua Lipa,England,Pop
Japan,20,2020-02-08,10000 Hours,"Dan & Shay, Justin Bieber",CA,
Japan,1,2020-01-11,Pretender,Official Hige Dandism,JP,
Japan,2,2020-01-11,Gattan Gotton Go!,Boys And Men,JP,
Japan,3,2020-01-11,Dance Monkey,Tones And I,AU,Alternative
Japan,4,2020-01-11,Memories,Maroon 5,US,Pop
Japan,5,2020-01-11,Roxanne,Arizona Zervas,US,Hip-Hop/Rap
Japan,6,2020-01-11,REstart,Mameshiba No Taigun,JP,
Japan,7,2020-01-11,10000 Hours,"Dan & Shay, Justin Bieber",CA,
Japan,8,2020-01-11,Try Again,Mag!C Prince,JP,
Japan,9,2020-01-11,Don't Start Now,Dua Lipa,England,Pop
Japan,10,2020-01-11,Highest In The Room,Travis Scott,US,Hip-Hop/Rap
Japan,11,2020-01-11,Edge Of Days,Kis-My-Ft2,JP,
Japan,12,2020-01-11,Time Camera,Fantastics From Exile Tribe,JP,
Japan,13,2020-01-11,Senorita,Shawn Mendes & Camila Cabello,US,Pop
Japan,14,2020-01-11,Good As Hell,Lizzo,US,Pop
Japan,15,2020-01-11,Heartless,Weeknd,CA,
Japan,16,2020-01-11,Tomo Yo,Kanjani8,JP,
Japan,17,2020-01-11,Teenager Forever,King Gnu,JP,Alternative
Japan,18,2020-01-11,Into The Unknown,Panic! At The Disco,US,
Japan,19,2020-01-11,Easy Love,Sigala,GB,Pop
Japan,20,2020-01-11,Uma To Shika,Kenshi Yonezu,JP,J-Pop
Japan,1,2019-12-14,Dance Monkey,Tones And I,AU,Alternative
Japan,2,2019-12-14,Memories,Maroon 5,US,Pop
Japan,3,2019-12-14,10000 Hours,"Dan & Shay, Justin Bieber",CA,
Japan,4,2019-12-14,Tomo Yo,Kanjani8,JP,
Japan,5,2019-12-14,Watashi Wo Tsukuru No Ha Watashi,Angerme,JP,
Japan,6,2019-12-14,Time Camera,Fantastics From Exile Tribe,JP,
Japan,7,2019-12-14,Pretender,Official Hige Dandism,JP,
Japan,8,2019-12-14,Edge Of Days,Kis-My-Ft2,JP,
Japan,9,2019-12-14,Into The Unknown,Panic! At The Disco,US,
Japan,10,2019-12-14,Zurui Yo Zurui Ne,=LOVE,US,J-Pop
Japan,11,2019-12-14,Uma To Shika,Kenshi Yonezu,JP,J-Pop
Japan,12,2019-12-14,Don't Start Now,Dua Lipa,England,Pop
Japan,13,2019-12-14,Yesterday,Official Hige Dandism,JP,
Japan,14,2019-12-14,Turning Up,Arashi,US,
Japan,15,2019-12-14,Senorita,Shawn Mendes & Camila Cabello,US,Pop
Japan,16,2019-12-14,Easy Love,Sigala,GB,Pop
Japan,17,2019-12-14,Aa Osaka Dreamin Night,Dotsuitare-Hompo,,
Japan,18,2019-12-14,RPM,SF9,KR,K-Pop
Japan,19,2019-12-14,Hatsukoi Shijou Shugi,NMB48,JP,
Japan,20,2019-12-14,Highest In The Room,Travis Scott,US,Hip-Hop/Rap
Netherlands,1,2023-08-26,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance
Netherlands,2,2023-08-26,People,Libianca,US,Afro-Beat
Netherlands,3,2023-08-26,Engelbewaarder,Marco Schuitmaker,,Singer/Songwriter
Netherlands,4,2023-08-26,Dance The Night,Dua Lipa,England,Pop
Netherlands,5,2023-08-26,How You Samba,"Kris Kross Amsterdam, Sofia Reyes & Tinie Tempah",GB,
Netherlands,6,2023-08-26,What Was I Made For?,Billie Eilish,US,Alternative
Netherlands,7,2023-08-26,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Netherlands,8,2023-08-26,Vampire,Olivia Rodrigo,US,Pop
Netherlands,9,2023-08-26,Tattoo,Loreen,SE,Pop
Netherlands,10,2023-08-26,Prada,"Casso, Raye & D-Block Europe",GB,
Netherlands,11,2023-08-26,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Netherlands,12,2023-08-26,Esta Vida,Marshmello & Farruko,US,Pop in Spanish
Netherlands,13,2023-08-26,Desire,Calvin Harris & Sam Smith,Scotland,Dance
Netherlands,14,2023-08-26,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Netherlands,15,2023-08-26,Amalia,Wesly Bronkhorst,,Pop
Netherlands,16,2023-08-26,Chemical,Post Malone,US,Pop
Netherlands,17,2023-08-26,Arranca,Becky G & Omega,US,
Netherlands,18,2023-08-26,Push Up,Creeds,FR,Dance
Netherlands,19,2023-08-26,Not Fair,"Niklas Dee, Old Jim & Enny-Mae",DE,
Netherlands,20,2023-08-26,Stiekem,Maan & Goldband,NL,Pop
Netherlands,1,2023-07-29,Engelbewaarder,Marco Schuitmaker,,Singer/Songwriter
Netherlands,2,2023-07-29,People,Libianca,US,Afro-Beat
Netherlands,3,2023-07-29,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance
Netherlands,4,2023-07-29,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Netherlands,5,2023-07-29,How You Samba,"Kris Kross Amsterdam, Sofia Reyes & Tinie Tempah",GB,
Netherlands,6,2023-07-29,Tattoo,Loreen,SE,Pop
Netherlands,7,2023-07-29,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Netherlands,8,2023-07-29,Vampire,Olivia Rodrigo,US,Pop
Netherlands,9,2023-07-29,Lay Low,Tiesto,NL,
Netherlands,10,2023-07-29,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Netherlands,11,2023-07-29,Dance The Night,Dua Lipa,England,Pop
Netherlands,12,2023-07-29,Arranca,Becky G & Omega,US,
Netherlands,13,2023-07-29,Esta Vida,Marshmello & Farruko,US,Pop in Spanish
Netherlands,14,2023-07-29,Stiekem,Maan & Goldband,NL,Pop
Netherlands,15,2023-07-29,Daylight,David Kushner,US,Pop
Netherlands,16,2023-07-29,Layla,Claude,FR,
Netherlands,17,2023-07-29,Pornstar Martini,"$hirak, Cristian D, Lil Kleine & Boef",NL,
Netherlands,18,2023-07-29,Sliden,Antoon & Ronnie Flex,NL,Pop
Netherlands,19,2023-07-29,Push Up,Creeds,FR,Dance
Netherlands,20,2023-07-29,Noodgeval,Goldband,NL,House
Netherlands,1,2023-07-01,People,Libianca,US,Afro-Beat
Netherlands,2,2023-07-01,Engelbewaarder,Marco Schuitmaker,,Singer/Songwriter
Netherlands,3,2023-07-01,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Netherlands,4,2023-07-01,How You Samba,"Kris Kross Amsterdam, Sofia Reyes & Tinie Tempah",GB,
Netherlands,5,2023-07-01,Tattoo,Loreen,SE,Pop
Netherlands,6,2023-07-01,Pornstar Martini,"$hirak, Cristian D, Lil Kleine & Boef",NL,
Netherlands,7,2023-07-01,Schultenbrau,Chantie & Donnie,US,
Netherlands,8,2023-07-01,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Netherlands,9,2023-07-01,Sliden,Antoon & Ronnie Flex,NL,Pop
Netherlands,10,2023-07-01,Lay Low,Tiesto,NL,
Netherlands,11,2023-07-01,Daylight,David Kushner,US,Pop
Netherlands,12,2023-07-01,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Netherlands,13,2023-07-01,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance
Netherlands,14,2023-07-01,Zin In De Zomer Man,"Bizzey, Kraantje Pappie & Rolf Sanchez",NL,Pop
Netherlands,15,2023-07-01,Arranca,Becky G & Omega,US,
Netherlands,16,2023-07-01,Layla,Claude,FR,
Netherlands,17,2023-07-01,Who Told You,J Hus & Drake,GB,
Netherlands,18,2023-07-01,Stiekem,Maan & Goldband,NL,Pop
Netherlands,19,2023-07-01,Anne-Fleur Vakantie,Roxy Dekker,,Pop
Netherlands,20,2023-07-01,Flowers,Miley Cyrus,US,Pop
Netherlands,1,2023-06-03,Engelbewaarder,Marco Schuitmaker,,Singer/Songwriter
Netherlands,2,2023-06-03,Pornstar Martini,"$hirak, Cristian D, Lil Kleine & Boef",NL,
Netherlands,3,2023-06-03,People,Libianca,US,Afro-Beat
Netherlands,4,2023-06-03,Tattoo,Loreen,SE,Pop
Netherlands,5,2023-06-03,How You Samba,"Kris Kross Amsterdam, Sofia Reyes & Tinie Tempah",GB,
Netherlands,6,2023-06-03,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Netherlands,7,2023-06-03,Daylight,David Kushner,US,Pop
Netherlands,8,2023-06-03,Zin In De Zomer Man,"Bizzey, Kraantje Pappie & Rolf Sanchez",NL,Pop
Netherlands,9,2023-06-03,Stiekem,Maan & Goldband,NL,Pop
Netherlands,10,2023-06-03,Trust,Kevin & Yade Lauren,NL,
Netherlands,11,2023-06-03,Flowers,Miley Cyrus,US,Pop
Netherlands,12,2023-06-03,Layla,Claude,FR,
Netherlands,13,2023-06-03,Lay Low,Tiesto,NL,
Netherlands,14,2023-06-03,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Netherlands,15,2023-06-03,Wat Wil Je Van Mij,Metejoor & Hannah Mae,BE,Pop
Netherlands,16,2023-06-03,Padellen,Turfy Gang & LA$$A,,Pop
Netherlands,17,2023-06-03,Rush,Ayra Starr,NG,
Netherlands,18,2023-06-03,Outside,Zoe Tauran & Bilal Wahib,NL,
Netherlands,19,2023-06-03,Noodgeval,Goldband,NL,House
Netherlands,20,2023-06-03,Verleden Tijd,Flemming,Amsterdam,
New,1,2023-08-28,Paint The Town Red,Doja Cat,US,Rap
New,2,2023-08-28,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
New,3,2023-08-28,What Was I Made For?,Billie Eilish,US,Alternative
New,4,2023-08-28,Fukumean,Gunna,US,Hip-Hop/Rap
New,5,2023-08-28,Dance The Night,Dua Lipa,England,Pop
New,6,2023-08-28,Cruel Summer,Taylor Swift,US,Pop
New,7,2023-08-28,Vampire,Olivia Rodrigo,US,Pop
New,8,2023-08-28,Fast Car,Luke Combs,US,Country
New,9,2023-08-28,Popular,"Weeknd, Playboi Carti & Madonna",US,
New,10,2023-08-28,Last Night,Morgan Wallen,US,Country
New,11,2023-08-28,Cinderella,Jking,,
New,12,2023-08-28,Barbie World,"Nicki Minaj, Ice Spice & Aqua",US,
New,13,2023-08-28,Die For You,Weeknd & Ariana Grande,US,
New,14,2023-08-28,Something In The Orange,Zach Bryan,Seattle,Country
New,15,2023-08-28,Bad Idea Right?,Olivia Rodrigo,US,Pop
New,16,2023-08-28,Seven,Jung Kook & Latto,KR,K-Pop
New,17,2023-08-28,Rich Men North Of Richmond,Oliver Anthony Music,US,Country
New,18,2023-08-28,Flowers,Miley Cyrus,US,Pop
New,19,2023-08-28,People,Libianca,US,Afro-Beat
New,20,2023-08-28,Daylight,David Kushner,US,Pop
New,1,2023-07-31,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
New,2,2023-07-31,What Was I Made For?,Billie Eilish,US,Alternative
New,3,2023-07-31,Fukumean,Gunna,US,Hip-Hop/Rap
New,4,2023-07-31,Barbie World,"Nicki Minaj, Ice Spice & Aqua",US,
New,5,2023-07-31,Seven,Jung Kook & Latto,KR,K-Pop
New,6,2023-07-31,Vampire,Olivia Rodrigo,US,Pop
New,7,2023-07-31,Cinderella,Jking,,
New,8,2023-07-31,Dance The Night,Dua Lipa,England,Pop
New,9,2023-07-31,Cruel Summer,Taylor Swift,US,Pop
New,10,2023-07-31,Last Night,Morgan Wallen,US,Country
New,11,2023-07-31,People,Libianca,US,Afro-Beat
New,12,2023-07-31,Popular,"Weeknd, Playboi Carti & Madonna",US,
New,13,2023-07-31,Kill Bill,SZA,US,R&B/Soul
New,14,2023-07-31,Daylight,David Kushner,US,Pop
New,15,2023-07-31,Flowers,Miley Cyrus,US,Pop
New,16,2023-07-31,Super Shy,NewJeans,KR,K-Pop
New,17,2023-07-31,Calm Down,Rema,GB,
New,18,2023-07-31,Fast Car,Luke Combs,US,Country
New,19,2023-07-31,Die For You,Weeknd & Ariana Grande,US,
New,20,2023-07-31,Something In The Orange,Zach Bryan,Seattle,Country
New,1,2023-07-03,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
New,2,2023-07-03,Cinderella,Jking,,
New,3,2023-07-03,People,Libianca,US,Afro-Beat
New,4,2023-07-03,Last Night,Morgan Wallen,US,Country
New,5,2023-07-03,Daylight,David Kushner,US,Pop
New,6,2023-07-03,Flowers,Miley Cyrus,US,Pop
New,7,2023-07-03,Calm Down,Rema,GB,
New,8,2023-07-03,Cruel Summer,Taylor Swift,US,Pop
New,9,2023-07-03,Kill Bill,SZA,US,R&B/Soul
New,10,2023-07-03,Cupid,Fifty Fifty,GB,
New,11,2023-07-03,Die For You,Weeknd & Ariana Grande,US,
New,12,2023-07-03,Boy's A Liar,PinkPantheress,England,Pop
New,13,2023-07-03,Something In The Orange,Zach Bryan,Seattle,Country
New,14,2023-07-03,Fast Car,Luke Combs,US,Country
New,15,2023-07-03,What It Is (Block Boy),Doechii & Kodak Black,US,
New,16,2023-07-03,All My Life,Lil Durk & J. Cole,US,
New,17,2023-07-03,Until I Found You,Stephen Sanchez & Em Beihold,US,Singer/Songwriter
New,18,2023-07-03,Anti-Hero,Taylor Swift,US,Pop
New,19,2023-07-03,As It Was,Harry Styles,England,Pop
New,20,2023-07-03,Popular,"Weeknd, Playboi Carti & Madonna",US,
New,1,2023-06-05,Cupid,Fifty Fifty,GB,
New,2,2023-06-05,People,Libianca,US,Afro-Beat
New,3,2023-06-05,Last Night,Morgan Wallen,US,Country
New,4,2023-06-05,Daylight,David Kushner,US,Pop
New,5,2023-06-05,Flowers,Miley Cyrus,US,Pop
New,6,2023-06-05,Kill Bill,SZA,US,R&B/Soul
New,7,2023-06-05,Calm Down,Rema,GB,
New,8,2023-06-05,Die For You,Weeknd & Ariana Grande,US,
New,9,2023-06-05,Karma,Taylor Swift & Ice Spice,US,
New,10,2023-06-05,Boy's A Liar,PinkPantheress,England,Pop
